id,ticker,stock_name,alpha_score,tech_score,ml_prob,whale_score,fund_status,trend,market_type,created_at,tier,volume,context,surge,win_rate,position,strategy,decision_score,run_id,priority_rank,decision,decision_bucket,outcome_status,recommended_at,outcome_recorded_at,horizon,base_trade_date,entry_reference_price,latest_return_pct,return_1d_pct,return_2d_pct,return_3d_pct,return_5d_pct,source_ref,scan_mode,return_30m_pct,return_1h_pct,return_close_pct,strategy_family,return_7d_pct,market,quality_flags,validation_excluded,phase25_variant,phase25_shadow_variant,phase25_shadow_prob,phase25_recommended_threshold,primary_theme,theme_source,theme_inference_status,secondary_themes,theme_routing_path,expected_edge_score,expected_return_1d_pct,expected_return_3d_pct,selection_lane,target_horizon_days,price_band,is_sub7,max_return_observed_pct,label_win_close,label_win_1d,label_win_3d,label_hit_5pct,label_hit_10pct,label_hit_20pct,label_hit_50pct,label_hit_100pct
23689,465770.KS,STX그린로지스,71.0,71.0,36.0,100.0,INTRADAY,UP,KR,2026-04-10T14:07:36.207317+00:00,⭐T2,✅ x1.6,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,77.5,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,23.0,60.0,unclassified,stock_master,blank,[],core_only,-8.02,-0.88,-1.22,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23688,109070.KS,주성코퍼레이션,72.0,72.0,36.1,100.0,INTRADAY,UP,KR,2026-04-10T14:07:29.503389+00:00,⭐T2,⚠️ x0.9,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,74.3,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,1.6,60.0,통신/네트워크,stock_master,inferred,[],core_only,-10.27,-1.13,-1.6,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23687,001260.KS,남광토건,72.0,72.0,31.7,100.0,INTRADAY,UP,KR,2026-04-10T14:07:23.814163+00:00,⚡T3,⚠️ x0.5,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,70.2,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,57.8,60.0,건설/부동산,stock_master,inferred,[],core_only,-12.69,-1.4,-2.01,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23686,004100.KS,태양금속,72.0,72.0,33.0,100.0,INTRADAY,UP,KR,2026-04-10T14:07:20.598139+00:00,⚡T3,⚠️ x0.7,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,70.4,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,62.2,60.0,자동차,stock_master,inferred,[],core_only,-13.75,-1.51,-2.19,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23685,007210.KS,벽산,72.0,72.0,32.9,100.0,INTRADAY,UP,KR,2026-04-10T14:07:17.670146+00:00,⚡T3,⚠️ x0.2,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,69.9,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,2.1,60.0,철강/금속/소재,stock_master,inferred,[],core_only,-14.1,-1.55,-2.25,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23684,012800.KS,대창,68.0,68.0,31.3,77.0,INTRADAY,UP,KR,2026-04-10T14:07:16.649861+00:00,⚡T3,⚠️ x0.8,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,64.8,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,49.3,60.0,철강/금속/소재,stock_master,inferred,[],core_only,-16.53,-1.82,-2.67,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23683,004140.KS,동방,72.0,72.0,33.6,100.0,INTRADAY,UP,KR,2026-04-10T14:07:15.89398+00:00,⭐T2,⚠️ x1.2,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,74.2,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,52.5,60.0,unclassified,stock_master,blank,[],core_only,-12.87,-1.42,-2.05,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23682,018470.KS,조일알미늄,73.0,73.0,38.0,40.0,INTRADAY,SIDE,KR,2026-04-10T14:07:10.032734+00:00,⚡T3,⚠️ x0.2,-,📈 Trend Continuation,-,🟡 Reclaim,⏱️ Intraday Breakout | 1H,67.9,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,52.6,60.0,철강/금속/소재,stock_master,inferred,[],core_only,-17.02,-1.87,-2.75,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23681,004960.KS,한신공영,86.0,86.0,38.9,68.0,INTRADAY,UP,KR,2026-04-10T14:07:09.691805+00:00,⭐T2,⚠️ x0.5,-,📈 Trend Continuation,-,🚀 Intraday Breakout,⏱️ Intraday Breakout | 1H,81.1,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,57.8,60.0,건설/부동산,stock_master,inferred,['소비재/유통'],core_only,-8.98,-0.99,-1.38,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23680,084680.KS,이월드,90.0,90.0,48.2,100.0,INTRADAY,UP,KR,2026-04-10T14:07:03.402504+00:00,🏆T1,✅ x14.5,-,⚡ High-Volume Breakout,-,🚀 Intraday Breakout,⏱️ Intraday Breakout | 1H,100.0,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,40.7,60.0,철강/금속/소재,stock_master,inferred,"['건설/부동산', '소비재/유통']",core_only,4.6,0.51,0.93,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23679,009470.KS,삼화전기,90.0,90.0,43.5,100.0,INTRADAY,UP,KR,2026-04-10T14:07:02.144912+00:00,🏆T1,✅ x2.4,-,⚡ High-Volume Breakout,-,🚀 Intraday Breakout,⏱️ Intraday Breakout | 1H,100.0,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,36.6,60.0,unclassified,stock_master,blank,[],core_only,1.04,0.11,0.33,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23678,008350.KS,남선알미늄,84.0,84.0,41.9,56.0,INTRADAY,UP,KR,2026-04-10T14:06:59.547275+00:00,⭐T2,⚠️ x0.3,-,📈 Trend Continuation,-,🚀 Intraday Breakout,⏱️ Intraday Breakout | 1H,82.9,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,2.2,60.0,철강/금속/소재,stock_master,inferred,[],core_only,-1.75,-0.19,-0.15,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23677,044450.KS,KSS해운,72.0,72.0,41.0,100.0,INTRADAY,UP,KR,2026-04-10T14:06:58.413102+00:00,🏆T1,✅ x4.3,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,94.0,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,35.9,60.0,조선/해양,stock_master,inferred,['철강/금속/소재'],core_only,0.56,0.06,0.25,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23676,002710.KS,TCC스틸,90.0,90.0,41.9,100.0,INTRADAY,UP,KR,2026-04-10T14:06:50.883942+00:00,🏆T1,⚠️ x0.8,-,-,-,🚀 Intraday Breakout,⏱️ Intraday Breakout | 1H,91.0,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,51.7,60.0,철강/금속/소재,stock_master,inferred,[],core_only,-3.87,-0.43,-0.51,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23675,006340.KS,대원전선,67.0,67.0,30.8,60.0,INTRADAY,UP,KR,2026-04-10T14:06:49.882105+00:00,⚡T3,⚠️ x0.4,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,60.3,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,64.7,60.0,통신/네트워크,stock_master,inferred,['건설/부동산'],core_only,-18.27,-2.01,-2.96,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23674,217590.KS,티엠씨,72.0,72.0,35.8,100.0,INTRADAY,UP,KR,2026-04-10T14:06:45.880845+00:00,⭐T2,⚠️ x1.2,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,77.5,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,50.7,60.0,친환경/에너지,stock_master,inferred,['조선/해양'],theme_shadow,-7.87,-0.87,-1.19,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23673,010820.KS,퍼스텍,72.0,72.0,34.0,100.0,INTRADAY,UP,KR,2026-04-10T14:06:44.861015+00:00,⭐T2,⚠️ x0.5,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,74.6,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,58.9,60.0,자동차,stock_master,inferred,[],core_only,-9.38,-1.03,-1.45,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23672,017900.KS,광전자,72.0,72.0,35.4,100.0,INTRADAY,UP,KR,2026-04-10T14:06:43.690405+00:00,⭐T2,⚠️ x1.5,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,84.8,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,19.0,60.0,반도체,stock_master,inferred,[],theme_shadow,-4.75,-0.52,-0.66,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23671,001820.KS,삼화콘덴서,90.0,90.0,43.2,100.0,INTRADAY,UP,KR,2026-04-10T14:06:41.228871+00:00,🏆T1,✅ x1.6,-,📈 Trend Continuation,-,🚀 Intraday Breakout,⏱️ Intraday Breakout | 1H,98.0,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,25.8,60.0,unclassified,stock_master,blank,[],core_only,0.7,0.08,0.27,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23670,001680.KS,대상,85.0,85.0,46.3,100.0,INTRADAY,UP,KR,2026-04-10T14:06:39.003719+00:00,🏆T1,✅ x2.8,-,⚡ High-Volume Breakout,-,🚀 Intraday Breakout,⏱️ Intraday Breakout | 1H,100.0,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,36.6,60.0,소비재/유통,stock_master,inferred,[],core_only,4.05,0.45,0.84,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23669,006110.KS,삼아알미늄,86.0,86.0,42.1,71.0,INTRADAY,UP,KR,2026-04-10T14:06:37.101094+00:00,🏆T1,⚠️ x0.7,-,📈 Trend Continuation,-,🚀 Intraday Breakout,⏱️ Intraday Breakout | 1H,85.9,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,2.5,60.0,철강/금속/소재,stock_master,inferred,[],core_only,-1.62,-0.18,-0.13,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23668,003620.KS,KG모빌리티,71.0,71.0,32.1,100.0,INTRADAY,UP,KR,2026-04-10T14:06:35.98365+00:00,⭐T2,⚠️ x1.5,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,74.1,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,19.5,60.0,자동차,stock_master,inferred,[],core_only,-11.83,-1.3,-1.87,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23667,090460.KS,비에이치,72.0,72.0,33.8,93.0,INTRADAY,UP,KR,2026-04-10T14:06:35.605675+00:00,⚡T3,⚠️ x0.6,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,70.5,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,1.9,60.0,unclassified,stock_master,blank,[],core_only,-13.2,-1.45,-2.1,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23666,011930.KS,신성이엔지,72.0,72.0,40.3,100.0,INTRADAY,UP,KR,2026-04-10T14:06:34.528484+00:00,🏆T1,✅ x1.6,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,89.6,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,0.5,60.0,반도체,stock_master,inferred,"['로봇/자동화', '친환경/에너지']",theme_shadow,1.18,0.13,0.35,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23665,003280.KS,흥아해운,64.0,64.0,33.6,100.0,INTRADAY,SIDE,KR,2026-04-10T14:06:34.321299+00:00,⭐T2,✅ x1.5,-,📈 Trend Continuation,-,🟡 Reclaim,⏱️ Intraday Trend | 1H,73.2,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,0.3,60.0,unclassified,stock_master,blank,[],core_only,-13.6,-1.5,-2.17,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23664,248070.KS,솔루엠,69.0,69.0,31.8,68.0,INTRADAY,UP,KR,2026-04-10T14:06:33.249062+00:00,⚡T3,⚠️ x0.3,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,63.9,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,62.2,60.0,unclassified,stock_master,blank,[],core_only,-16.92,-1.86,-2.74,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23663,003160.KS,디아이,72.0,72.0,33.9,100.0,INTRADAY,UP,KR,2026-04-10T14:06:31.697514+00:00,⭐T2,⚠️ x1.4,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,79.0,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,16.0,60.0,반도체,stock_master,inferred,['건설/부동산'],theme_shadow,-8.11,-0.89,-1.23,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23662,005880.KS,대한해운,90.0,90.0,46.0,100.0,INTRADAY,UP,KR,2026-04-10T14:06:30.029446+00:00,🏆T1,✅ x2.5,-,⚡ High-Volume Breakout,-,🚀 Intraday Breakout,⏱️ Intraday Breakout | 1H,100.0,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,0.5,60.0,unclassified,stock_master,blank,[],core_only,4.22,0.46,0.87,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23661,281820.KS,케이씨텍,71.0,71.0,34.3,100.0,INTRADAY,UP,KR,2026-04-10T14:06:28.476892+00:00,⭐T2,✅ x1.7,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,80.6,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,26.3,60.0,반도체,stock_master,inferred,[],theme_shadow,-6.43,-0.71,-0.95,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23660,000080.KS,하이트진로,84.0,84.0,45.2,100.0,INTRADAY,UP,KR,2026-04-10T14:06:25.863343+00:00,🏆T1,✅ x3.6,-,⚡ High-Volume Breakout,-,🚀 Intraday Breakout,⏱️ Intraday Breakout | 1H,100.0,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,34.8,60.0,소비재/유통,stock_master,inferred,[],core_only,2.06,0.23,0.5,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23659,100840.KS,SNT에너지,72.0,72.0,35.1,98.0,INTRADAY,UP,KR,2026-04-10T14:06:25.272772+00:00,⭐T2,⚠️ x0.7,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,72.2,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,2.0,60.0,unclassified,stock_master,blank,[],core_only,-11.54,-1.27,-1.82,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23658,034230.KS,파라다이스,85.0,85.0,44.3,67.0,INTRADAY,UP,KR,2026-04-10T14:06:22.412249+00:00,🏆T1,⚠️ x0.6,-,📈 Trend Continuation,-,🚀 Intraday Breakout,⏱️ Intraday Breakout | 1H,86.1,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,2.0,60.0,소비재/유통,stock_master,rule_inferred,[],core_only,-0.05,-0.01,0.14,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23657,003530.KS,한화투자증권,87.0,87.0,40.4,84.0,INTRADAY,UP,KR,2026-04-10T14:06:20.945029+00:00,🏆T1,⚠️ x1.0,🔥 수혜,📈 Trend Continuation,-,🚀 Intraday Breakout,⏱️ Intraday Breakout | News Tailwind | 1H,91.9,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,65.7,60.0,금융,stock_master,inferred,[],theme_shadow,-2.75,-0.3,-0.32,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23656,161890.KS,한국콜마,82.0,82.0,39.7,52.0,INTRADAY,UP,KR,2026-04-10T14:06:17.778659+00:00,⭐T2,⚠️ x0.5,-,-,-,🚀 Intraday Breakout,⏱️ Intraday Breakout | 1H,76.9,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,54.2,60.0,바이오/헬스케어,stock_master,inferred,"['철강/금속/소재', '소비재/유통']",core_only,-8.45,-0.93,-1.29,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23655,322000.KS,HD현대에너지솔루션,69.0,69.0,33.1,75.0,INTRADAY,UP,KR,2026-04-10T14:06:16.963146+00:00,⚡T3,⚠️ x0.7,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,68.9,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,65.7,60.0,반도체,stock_master,inferred,['친환경/에너지'],theme_shadow,-11.31,-1.24,-1.78,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23654,008770.KS,호텔신라,66.0,66.0,35.1,68.0,INTRADAY,UP,KR,2026-04-10T14:06:15.593947+00:00,⚡T3,⚠️ x0.9,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,64.7,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,59.4,60.0,소비재/유통,stock_master,inferred,[],core_only,-13.49,-1.48,-2.15,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23653,097230.KS,HJ중공업,68.0,68.0,33.1,63.0,INTRADAY,UP,KR,2026-04-10T14:06:11.588997+00:00,⭐T2,⚠️ x0.3,🔥 수혜,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | News Tailwind | 1H,74.4,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,68.3,60.0,조선/해양,stock_master,inferred,['건설/부동산'],core_only,-14.18,-1.56,-2.27,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23652,017960.KS,한국카본,72.0,72.0,33.1,100.0,INTRADAY,UP,KR,2026-04-10T14:06:10.485968+00:00,⭐T2,⚠️ x0.9,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,72.4,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,59.0,60.0,친환경/에너지,stock_master,inferred,"['조선/해양', '철강/금속/소재']",theme_shadow,-13.44,-1.48,-2.14,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23651,020150.KS,롯데에너지머티리얼즈,90.0,90.0,44.8,100.0,INTRADAY,UP,KR,2026-04-10T14:06:09.063394+00:00,🏆T1,✅ x2.4,-,⚡ High-Volume Breakout,-,🚀 Intraday Breakout,⏱️ Intraday Breakout | 1H,100.0,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,34.8,60.0,철강/금속/소재,stock_master,inferred,[],core_only,2.02,0.22,0.49,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23650,279570.KS,케이뱅크,67.0,67.0,48.7,69.0,INTRADAY,UP,KR,2026-04-10T14:06:07.990733+00:00,⭐T2,⚠️ x0.7,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,82.0,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,,,,,금융,stock_master,inferred,[],theme_shadow,6.88,0.76,1.32,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23649,028670.KS,팬오션,69.0,69.0,30.9,83.0,INTRADAY,UP,KR,2026-04-10T14:06:05.153687+00:00,⚡T3,⚠️ x1.1,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,66.2,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,55.8,60.0,unclassified,stock_master,blank,[],core_only,-16.89,-1.86,-2.73,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23648,139130.KS,iM금융지주,71.0,71.0,32.1,88.0,INTRADAY,UP,KR,2026-04-10T14:06:04.653364+00:00,⭐T2,⚠️ x0.8,🔥 수혜,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | News Tailwind | 1H,74.4,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,52.4,60.0,금융,stock_master,inferred,[],theme_shadow,-11.03,-1.21,-1.73,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23647,004990.KS,롯데지주,66.0,66.0,32.6,73.0,INTRADAY,UP,KR,2026-04-10T14:06:03.434484+00:00,⚡T3,⚠️ x1.2,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,70.7,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,51.4,60.0,금융,stock_master,inferred,[],theme_shadow,-9.22,-1.01,-1.42,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23646,036460.KS,한국가스공사,83.0,83.0,39.7,64.0,INTRADAY,UP,KR,2026-04-10T14:06:01.610324+00:00,⭐T2,⚠️ x1.0,-,📈 Trend Continuation,-,🚀 Intraday Breakout,⏱️ Intraday Breakout | 1H,80.0,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,61.9,60.0,unclassified,stock_master,blank,[],core_only,-7.83,-0.86,-1.18,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23645,035250.KS,강원랜드,83.0,83.0,39.4,52.0,INTRADAY,UP,KR,2026-04-10T14:06:00.41473+00:00,⭐T2,⚠️ x0.4,-,📈 Trend Continuation,-,🚀 Intraday Breakout,⏱️ Intraday Breakout | 1H,76.6,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,65.9,60.0,소비재/유통,stock_master,rule_inferred,[],core_only,-10.25,-1.13,-1.6,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23644,017800.KS,현대엘리베이터,72.0,72.0,32.4,100.0,INTRADAY,UP,KR,2026-04-10T14:05:58.895613+00:00,⚡T3,⚠️ x0.8,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,70.7,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,52.4,60.0,unclassified,stock_master,blank,[],core_only,-14.65,-1.61,-2.35,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23643,103590.KS,일진전기,70.0,70.0,31.2,76.0,INTRADAY,UP,KR,2026-04-10T14:05:57.501335+00:00,⚡T3,⚠️ x0.6,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,65.4,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,65.0,60.0,친환경/에너지,stock_master,rule_inferred,[],theme_shadow,-16.3,-1.79,-2.63,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23642,062040.KS,산일전기,72.0,72.0,32.7,100.0,INTRADAY,UP,KR,2026-04-10T14:05:54.014012+00:00,⭐T2,⚠️ x1.1,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,73.1,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,55.8,60.0,unclassified,stock_master,blank,[],core_only,-12.99,-1.43,-2.06,1d,1,unknown,0,,0,0,0,0,0,0,0,0
23641,036570.KS,엔씨소프트,67.0,67.0,34.1,73.0,INTRADAY,UP,KR,2026-04-10T14:05:52.916495+00:00,⚡T3,⚠️ x0.9,-,📈 Trend Continuation,-,📈 Intraday Trend,⏱️ Intraday Trend | 1H,65.8,,,,unknown,,,,,,,,,,,,,INTRADAY,,,,KR_CORE,,,,False,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,59.1,60.0,게임/콘텐츠/엔터,stock_master,inferred,['IT서비스/플랫폼'],core_only,-14.12,-1.55,-2.26,1d,1,unknown,0,,0,0,0,0,0,0,0,0
