trade_id,ledger_mode,ticker,stock_name,market,scan_mode,run_id,priority_rank,decision,decision_bucket,recommended_at,base_trade_date,entry_model,entry_reference_price,operational_entry_price,buy_premium_pct,target_tp_pct,stop_sl_pct,hold_days,exit_day,exit_reason,trade_status,gross_return_pct,net_return_pct,scan_reference_return_path,buy_premium_adjusted_return_path,fee_bps,slippage_bps,relative_rank_score,loss_risk_score,relative_rank_model,source_scan_result_id,created_at,data_warnings
RUN-10E7C6A3|298040.KS|2026-04-01|4.0,close_to_close_shadow_buy_premium_v2,298040.KS,효성중공업,KOSPI,SWING,RUN-10E7C6A3,4,WATCHLIST,picked,2026-04-01T13:25:49.396045+00:00,2026-04-01,close_proxy,2653000.0,2706060.0,2.0,20.0,-5.0,3,1.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-5.0,-5.0,"[{'day': 1, 'return_pct': -5.088579}, {'day': 2, 'return_pct': -3.505466}, {'day': 3, 'return_pct': -0.753864}]","[{'day': 1, 'return_pct': -6.949587}, {'day': 2, 'return_pct': -5.397516}, {'day': 3, 'return_pct': -2.699867}]",0.0,0.0,,,,688,2026-08-13T22:00:42.178628+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-F6CB4E70|008350.KS|2026-04-02|1.0,close_to_close_shadow_buy_premium_v2,008350.KS,남선알미늄,KOSPI,SWING,RUN-F6CB4E70,1,WATCHLIST_ONLY,watchlist,2026-04-01T16:16:28.357618+00:00,2026-04-02,close_proxy,1780.0,1815.6,2.0,20.0,-5.0,3,3.0,TAKE_PROFIT_CLOSE_PROXY,CLOSED,20.0,20.0,"[{'day': 1, 'return_pct': 1.404494}, {'day': 2, 'return_pct': 19.662921}, {'day': 3, 'return_pct': 22.47191}]","[{'day': 1, 'return_pct': -0.583829}, {'day': 2, 'return_pct': 17.316589}, {'day': 3, 'return_pct': 20.0705}]",0.0,0.0,,,,75760,2026-08-13T22:00:42.178653+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-F6CB4E70|003280.KS|2026-04-02|2.0,close_to_close_shadow_buy_premium_v2,003280.KS,흥아해운,KOSPI,SWING,RUN-F6CB4E70,2,WATCHLIST_ONLY,watchlist,2026-04-01T16:16:28.357618+00:00,2026-04-02,close_proxy,4470.0,4559.4,2.0,20.0,-5.0,3,1.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-5.0,-5.0,"[{'day': 1, 'return_pct': -8.501119}, {'day': 2, 'return_pct': -15.212528}, {'day': 3, 'return_pct': -15.100671}]","[{'day': 1, 'return_pct': -10.295215}, {'day': 2, 'return_pct': -16.875027}, {'day': 3, 'return_pct': -16.765364}]",0.0,0.0,,,,75761,2026-08-13T22:00:42.178670+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-F6CB4E70|028050.KS|2026-04-02|3.0,close_to_close_shadow_buy_premium_v2,028050.KS,삼성E&A,KOSPI,SWING,RUN-F6CB4E70,3,WATCHLIST_ONLY,watchlist,2026-04-01T16:16:28.357618+00:00,2026-04-02,close_proxy,35100.0,35802.0,2.0,20.0,-5.0,3,2.0,TAKE_PROFIT_CLOSE_PROXY,CLOSED,20.0,20.0,"[{'day': 1, 'return_pct': 15.527066}, {'day': 2, 'return_pct': 30.05698}, {'day': 3, 'return_pct': 36.182336}]","[{'day': 1, 'return_pct': 13.261829}, {'day': 2, 'return_pct': 27.506843}, {'day': 3, 'return_pct': 33.512094}]",0.0,0.0,,,,75762,2026-08-13T22:00:42.178686+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-F6CB4E70|006110.KS|2026-04-02|4.0,close_to_close_shadow_buy_premium_v2,006110.KS,삼아알미늄,KOSPI,SWING,RUN-F6CB4E70,4,WATCHLIST_ONLY,watchlist,2026-04-01T16:16:28.357618+00:00,2026-04-02,close_proxy,34150.0,34833.0,2.0,20.0,-5.0,3,3.0,TIME_EXIT,CLOSED,3.780897,3.780897,"[{'day': 1, 'return_pct': 5.417277}, {'day': 2, 'return_pct': 11.273792}, {'day': 3, 'return_pct': 5.856515}]","[{'day': 1, 'return_pct': 3.350272}, {'day': 2, 'return_pct': 9.091953}, {'day': 3, 'return_pct': 3.780897}]",0.0,0.0,,,,75763,2026-08-13T22:00:42.178701+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-F6CB4E70|375500.KS|2026-04-02|5.0,close_to_close_shadow_buy_premium_v2,375500.KS,DL이앤씨,KOSPI,SWING,RUN-F6CB4E70,5,WATCHLIST_ONLY,watchlist,2026-04-01T16:16:28.357618+00:00,2026-04-02,close_proxy,68100.0,69462.0,2.0,20.0,-5.0,3,3.0,TIME_EXIT,CLOSED,8.836486,8.836486,"[{'day': 1, 'return_pct': 10.132159}, {'day': 2, 'return_pct': 13.362702}, {'day': 3, 'return_pct': 11.013216}]","[{'day': 1, 'return_pct': 7.972705}, {'day': 2, 'return_pct': 11.139904}, {'day': 3, 'return_pct': 8.836486}]",0.0,0.0,,,,75764,2026-08-13T22:00:42.178717+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-95DB0257|008350.KS|2026-04-03|1.0,close_to_close_shadow_buy_premium_v2,008350.KS,남선알미늄,KOSPI,SWING,RUN-95DB0257,1,WATCHLIST_ONLY,watchlist,2026-04-02T15:45:40.853433+00:00,2026-04-03,close_proxy,1805.0,1841.1,2.0,20.0,-5.0,3,3.0,TIME_EXIT,CLOSED,11.889631,11.889631,"[{'day': 1, 'return_pct': 18.00554}, {'day': 2, 'return_pct': 20.775623}, {'day': 3, 'return_pct': 14.127424}]","[{'day': 1, 'return_pct': 15.691706}, {'day': 2, 'return_pct': 18.407474}, {'day': 3, 'return_pct': 11.889631}]",0.0,0.0,,,,75155,2026-08-13T22:00:42.178731+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-95DB0257|005010.KS|2026-04-03|2.0,close_to_close_shadow_buy_premium_v2,005010.KS,휴스틸,KOSPI,SWING,RUN-95DB0257,2,WATCHLIST_ONLY,watchlist,2026-04-02T15:45:40.853433+00:00,2026-04-03,close_proxy,6090.0,6211.8,2.0,20.0,-5.0,3,1.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-5.0,-5.0,"[{'day': 1, 'return_pct': -7.71757}, {'day': 2, 'return_pct': -9.852217}, {'day': 3, 'return_pct': -7.553366}]","[{'day': 1, 'return_pct': -9.527029}, {'day': 2, 'return_pct': -11.619821}, {'day': 3, 'return_pct': -9.366045}]",0.0,0.0,,,,75156,2026-08-13T22:00:42.178746+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-95DB0257|322000.KS|2026-04-03|3.0,close_to_close_shadow_buy_premium_v2,322000.KS,HD현대에너지솔루션,KOSPI,SWING,RUN-95DB0257,3,WATCHLIST_ONLY,watchlist,2026-04-02T15:45:40.853433+00:00,2026-04-03,close_proxy,191100.0,194922.0,2.0,20.0,-5.0,3,1.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-5.0,-5.0,"[{'day': 1, 'return_pct': -5.494505}, {'day': 2, 'return_pct': -11.669283}, {'day': 3, 'return_pct': -10.308739}]","[{'day': 1, 'return_pct': -7.347554}, {'day': 2, 'return_pct': -13.401258}, {'day': 3, 'return_pct': -12.067391}]",0.0,0.0,,,,75157,2026-08-13T22:00:42.178761+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-95DB0257|001120.KS|2026-04-03|4.0,close_to_close_shadow_buy_premium_v2,001120.KS,LX인터내셔널,KOSPI,SWING,RUN-95DB0257,4,WATCHLIST_ONLY,watchlist,2026-04-02T15:45:40.853433+00:00,2026-04-03,close_proxy,53100.0,54162.0,2.0,20.0,-5.0,3,2.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-5.0,-5.0,"[{'day': 1, 'return_pct': -1.694915}, {'day': 2, 'return_pct': -4.708098}, {'day': 3, 'return_pct': -13.088512}]","[{'day': 1, 'return_pct': -3.622466}, {'day': 2, 'return_pct': -6.576567}, {'day': 3, 'return_pct': -14.792659}]",0.0,0.0,,,,75158,2026-08-13T22:00:42.178777+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-95DB0257|267250.KS|2026-04-03|5.0,close_to_close_shadow_buy_premium_v2,267250.KS,HD현대,KOSPI,SWING,RUN-95DB0257,5,WATCHLIST_ONLY,watchlist,2026-04-02T15:45:40.853433+00:00,2026-04-03,close_proxy,245000.0,249900.0,2.0,20.0,-5.0,3,2.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-5.0,-5.0,"[{'day': 1, 'return_pct': -0.816327}, {'day': 2, 'return_pct': -3.469388}, {'day': 3, 'return_pct': 2.44898}]","[{'day': 1, 'return_pct': -2.761105}, {'day': 2, 'return_pct': -5.362145}, {'day': 3, 'return_pct': 0.440176}]",0.0,0.0,,,,75159,2026-08-13T22:00:42.178792+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-4CD4AEE9|010820.KS|2026-04-06|1.0,close_to_close_shadow_buy_premium_v2,010820.KS,퍼스텍,KOSPI,SWING,RUN-4CD4AEE9,1,PRIORITY_WATCHLIST,picked,2026-04-05T15:38:39.750946+00:00,2026-04-06,close_proxy,7910.0,8068.2,2.0,20.0,-5.0,3,1.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-5.0,-5.0,"[{'day': 1, 'return_pct': -3.160556}, {'day': 2, 'return_pct': -4.930468}, {'day': 3, 'return_pct': 23.514539}]","[{'day': 1, 'return_pct': -5.059369}, {'day': 2, 'return_pct': -6.794576}, {'day': 3, 'return_pct': 21.092685}]",0.0,0.0,,,,72000,2026-08-13T22:00:42.178807+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-FB59BB14|079550.KS|2026-04-06|1.0,close_to_close_shadow_buy_premium_v2,079550.KS,LIG넥스원,KOSPI,SWING,RUN-FB59BB14,1,WATCHLIST_ONLY,watchlist,2026-04-06T14:00:06.440472+00:00,2026-04-06,close_proxy,810000.0,826200.0,2.0,20.0,-5.0,3,3.0,TIME_EXIT,CLOSED,7.358993,7.358993,"[{'day': 1, 'return_pct': 2.098765}, {'day': 2, 'return_pct': 2.839506}, {'day': 3, 'return_pct': 9.506173}]","[{'day': 1, 'return_pct': 0.096828}, {'day': 2, 'return_pct': 0.823045}, {'day': 3, 'return_pct': 7.358993}]",0.0,0.0,,,,75808,2026-08-13T22:00:42.178823+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-FB59BB14|006400.KS|2026-04-06|2.0,close_to_close_shadow_buy_premium_v2,006400.KS,삼성SDI,KOSPI,SWING,RUN-FB59BB14,2,WATCHLIST_ONLY,watchlist,2026-04-06T14:00:06.440472+00:00,2026-04-06,close_proxy,453500.0,462570.0,2.0,20.0,-5.0,3,3.0,TIME_EXIT,CLOSED,3.768078,3.768078,"[{'day': 1, 'return_pct': 0.661521}, {'day': 2, 'return_pct': 3.969129}, {'day': 3, 'return_pct': 5.84344}]","[{'day': 1, 'return_pct': -1.312234}, {'day': 2, 'return_pct': 1.930519}, {'day': 3, 'return_pct': 3.768078}]",0.0,0.0,,,,75809,2026-08-13T22:00:42.178839+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-4CD4AEE9|475150.KS|2026-04-06|2.0,close_to_close_shadow_buy_premium_v2,475150.KS,SK이터닉스,KOSPI,SWING,RUN-4CD4AEE9,2,PRIORITY_WATCHLIST,picked,2026-04-05T15:38:39.750946+00:00,2026-04-06,close_proxy,62000.0,63240.0,2.0,20.0,-5.0,3,1.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-5.0,-5.0,"[{'day': 1, 'return_pct': -5.645161}, {'day': 2, 'return_pct': -6.612903}, {'day': 3, 'return_pct': -5.0}]","[{'day': 1, 'return_pct': -7.495256}, {'day': 2, 'return_pct': -8.444023}, {'day': 3, 'return_pct': -6.862745}]",0.0,0.0,,,,72001,2026-08-13T22:00:42.178854+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-FB59BB14|010950.KS|2026-04-06|3.0,close_to_close_shadow_buy_premium_v2,010950.KS,S-Oil,KOSPI,SWING,RUN-FB59BB14,3,WATCHLIST_ONLY,watchlist,2026-04-06T14:00:06.440472+00:00,2026-04-06,close_proxy,118100.0,120462.0,2.0,20.0,-5.0,3,2.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-5.0,-5.0,"[{'day': 1, 'return_pct': -2.794242}, {'day': 2, 'return_pct': -5.08044}, {'day': 3, 'return_pct': 1.27011}]","[{'day': 1, 'return_pct': -4.700237}, {'day': 2, 'return_pct': -6.941608}, {'day': 3, 'return_pct': -0.715578}]",0.0,0.0,,,,75810,2026-08-13T22:00:42.178869+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-4CD4AEE9|047050.KS|2026-04-06|3.0,close_to_close_shadow_buy_premium_v2,047050.KS,포스코인터내셔널,KOSPI,SWING,RUN-4CD4AEE9,3,WATCHLIST,watchlist,2026-04-05T15:38:39.750946+00:00,2026-04-06,close_proxy,80600.0,82212.0,2.0,20.0,-5.0,3,1.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-5.0,-5.0,"[{'day': 1, 'return_pct': -4.83871}, {'day': 2, 'return_pct': -8.933002}, {'day': 3, 'return_pct': -8.312655}]","[{'day': 1, 'return_pct': -6.704618}, {'day': 2, 'return_pct': -10.718629}, {'day': 3, 'return_pct': -10.110446}]",0.0,0.0,,,,72002,2026-08-13T22:00:42.178887+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-4CD4AEE9|006400.KS|2026-04-06|4.0,close_to_close_shadow_buy_premium_v2,006400.KS,삼성SDI,KOSPI,SWING,RUN-4CD4AEE9,4,EXCEPTION_LEADER,exception_leader,2026-04-05T15:38:39.750946+00:00,2026-04-06,close_proxy,453500.0,462570.0,2.0,20.0,-5.0,3,3.0,TIME_EXIT,CLOSED,3.768078,3.768078,"[{'day': 1, 'return_pct': 0.661521}, {'day': 2, 'return_pct': 3.969129}, {'day': 3, 'return_pct': 5.84344}]","[{'day': 1, 'return_pct': -1.312234}, {'day': 2, 'return_pct': 1.930519}, {'day': 3, 'return_pct': 3.768078}]",0.0,0.0,,,,72003,2026-08-13T22:00:42.178903+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-FB59BB14|047050.KS|2026-04-06|4.0,close_to_close_shadow_buy_premium_v2,047050.KS,포스코인터내셔널,KOSPI,SWING,RUN-FB59BB14,4,WATCHLIST_ONLY,watchlist,2026-04-06T14:00:06.440472+00:00,2026-04-06,close_proxy,80600.0,82212.0,2.0,20.0,-5.0,3,1.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-5.0,-5.0,"[{'day': 1, 'return_pct': -4.83871}, {'day': 2, 'return_pct': -8.933002}, {'day': 3, 'return_pct': -8.312655}]","[{'day': 1, 'return_pct': -6.704618}, {'day': 2, 'return_pct': -10.718629}, {'day': 3, 'return_pct': -10.110446}]",0.0,0.0,,,,75811,2026-08-13T22:00:42.178918+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-4CD4AEE9|010950.KS|2026-04-06|5.0,close_to_close_shadow_buy_premium_v2,010950.KS,S-Oil,KOSPI,SWING,RUN-4CD4AEE9,5,EXCEPTION_LEADER,exception_leader,2026-04-05T15:38:39.750946+00:00,2026-04-06,close_proxy,118100.0,120462.0,2.0,20.0,-5.0,3,2.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-5.0,-5.0,"[{'day': 1, 'return_pct': -2.794242}, {'day': 2, 'return_pct': -5.08044}, {'day': 3, 'return_pct': 1.27011}]","[{'day': 1, 'return_pct': -4.700237}, {'day': 2, 'return_pct': -6.941608}, {'day': 3, 'return_pct': -0.715578}]",0.0,0.0,,,,72004,2026-08-13T22:00:42.178934+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-FB59BB14|120110.KS|2026-04-06|5.0,close_to_close_shadow_buy_premium_v2,120110.KS,코오롱인더,KOSPI,SWING,RUN-FB59BB14,5,WATCHLIST_ONLY,watchlist,2026-04-06T14:00:06.440472+00:00,2026-04-06,close_proxy,83000.0,84660.0,2.0,20.0,-5.0,3,1.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-5.0,-5.0,"[{'day': 1, 'return_pct': -6.746988}, {'day': 2, 'return_pct': 0.361446}, {'day': 3, 'return_pct': 8.433735}]","[{'day': 1, 'return_pct': -8.575478}, {'day': 2, 'return_pct': -1.606425}, {'day': 3, 'return_pct': 6.307583}]",0.0,0.0,,,,75812,2026-08-13T22:00:42.178949+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-9E38D8E8|012450.KS|2026-04-07|1.0,close_to_close_shadow_buy_premium_v2,012450.KS,한화에어로스페이스,KOSPI,SWING,RUN-9E38D8E8,1,PRIORITY_WATCHLIST,picked,2026-04-07T12:35:38.538493+00:00,2026-04-07,close_proxy,1537000.0,1567740.0,2.0,20.0,-5.0,3,1.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-5.0,-5.0,"[{'day': 1, 'return_pct': -3.448276}, {'day': 2, 'return_pct': -5.595316}, {'day': 3, 'return_pct': -1.951854}]","[{'day': 1, 'return_pct': -5.341447}, {'day': 2, 'return_pct': -7.446388}, {'day': 3, 'return_pct': -3.874367}]",0.0,0.0,,,,13224,2026-08-13T22:00:42.178964+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-849CD3AB|012450.KS|2026-04-07|1.0,close_to_close_shadow_buy_premium_v2,012450.KS,한화에어로스페이스,KOSPI,SWING,RUN-849CD3AB,1,WATCHLIST_ONLY,watchlist,2026-04-07T13:58:07.835966+00:00,2026-04-07,close_proxy,1537000.0,1567740.0,2.0,20.0,-5.0,3,1.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-5.0,-5.0,"[{'day': 1, 'return_pct': -3.448276}, {'day': 2, 'return_pct': -5.595316}, {'day': 3, 'return_pct': -1.951854}]","[{'day': 1, 'return_pct': -5.341447}, {'day': 2, 'return_pct': -7.446388}, {'day': 3, 'return_pct': -3.874367}]",0.0,0.0,,,,97059,2026-08-13T22:00:42.178979+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-849CD3AB|005930.KS|2026-04-07|2.0,close_to_close_shadow_buy_premium_v2,005930.KS,삼성전자,KOSPI,SWING,RUN-849CD3AB,2,WATCHLIST_ONLY,watchlist,2026-04-07T13:58:07.835966+00:00,2026-04-07,close_proxy,196500.0,200430.0,2.0,20.0,-5.0,3,3.0,TIME_EXIT,CLOSED,2.779025,2.779025,"[{'day': 1, 'return_pct': 7.124682}, {'day': 2, 'return_pct': 3.816794}, {'day': 3, 'return_pct': 4.834606}]","[{'day': 1, 'return_pct': 5.024198}, {'day': 2, 'return_pct': 1.781171}, {'day': 3, 'return_pct': 2.779025}]",0.0,0.0,,,,97060,2026-08-13T22:00:42.178995+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-9E38D8E8|006400.KS|2026-04-07|2.0,close_to_close_shadow_buy_premium_v2,006400.KS,삼성SDI,KOSPI,SWING,RUN-9E38D8E8,2,PRIORITY_WATCHLIST,picked,2026-04-07T12:35:38.538493+00:00,2026-04-07,close_proxy,456500.0,465630.0,2.0,20.0,-5.0,3,3.0,TIME_EXIT,CLOSED,3.300904,3.300904,"[{'day': 1, 'return_pct': 3.285871}, {'day': 2, 'return_pct': 5.147864}, {'day': 3, 'return_pct': 5.366922}]","[{'day': 1, 'return_pct': 1.260658}, {'day': 2, 'return_pct': 3.086141}, {'day': 3, 'return_pct': 3.300904}]",0.0,0.0,,,,75100,2026-08-13T22:00:42.179010+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-849CD3AB|000660.KS|2026-04-07|3.0,close_to_close_shadow_buy_premium_v2,000660.KS,SK하이닉스,KOSPI,SWING,RUN-849CD3AB,3,WATCHLIST_ONLY,watchlist,2026-04-07T13:58:07.835966+00:00,2026-04-07,close_proxy,916000.0,934320.0,2.0,20.0,-5.0,3,3.0,TIME_EXIT,CLOSED,9.919514,9.919514,"[{'day': 1, 'return_pct': 12.772926}, {'day': 2, 'return_pct': 8.951965}, {'day': 3, 'return_pct': 12.117904}]","[{'day': 1, 'return_pct': 10.561692}, {'day': 2, 'return_pct': 6.815652}, {'day': 3, 'return_pct': 9.919514}]",0.0,0.0,,,,97061,2026-08-13T22:00:42.179026+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-9E38D8E8|475150.KS|2026-04-07|3.0,close_to_close_shadow_buy_premium_v2,475150.KS,SK이터닉스,KOSPI,SWING,RUN-9E38D8E8,3,PRIORITY_WATCHLIST,picked,2026-04-07T12:35:38.538493+00:00,2026-04-07,close_proxy,58500.0,59670.0,2.0,20.0,-5.0,3,3.0,TIME_EXIT,CLOSED,-1.122842,-1.122842,"[{'day': 1, 'return_pct': -1.025641}, {'day': 2, 'return_pct': 0.683761}, {'day': 3, 'return_pct': 0.854701}]","[{'day': 1, 'return_pct': -2.966315}, {'day': 2, 'return_pct': -1.29043}, {'day': 3, 'return_pct': -1.122842}]",0.0,0.0,,,,13122,2026-08-13T22:00:42.179041+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-849CD3AB|005380.KS|2026-04-07|4.0,close_to_close_shadow_buy_premium_v2,005380.KS,현대차,KOSPI,SWING,RUN-849CD3AB,4,EXCEPTION_LEADER,exception_leader,2026-04-07T13:58:07.835966+00:00,2026-04-07,close_proxy,473000.0,482460.0,2.0,20.0,-5.0,3,3.0,TIME_EXIT,CLOSED,1.459188,1.459188,"[{'day': 1, 'return_pct': 7.399577}, {'day': 2, 'return_pct': 3.488372}, {'day': 3, 'return_pct': 3.488372}]","[{'day': 1, 'return_pct': 5.293703}, {'day': 2, 'return_pct': 1.459188}, {'day': 3, 'return_pct': 1.459188}]",0.0,0.0,,,,13227,2026-08-13T22:00:42.179057+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-9E38D8E8|047050.KS|2026-04-07|4.0,close_to_close_shadow_buy_premium_v2,047050.KS,포스코인터내셔널,KOSPI,SWING,RUN-9E38D8E8,4,PRIORITY_WATCHLIST,picked,2026-04-07T12:35:38.538493+00:00,2026-04-07,close_proxy,76700.0,78234.0,2.0,20.0,-5.0,3,1.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-5.0,-5.0,"[{'day': 1, 'return_pct': -4.302477}, {'day': 2, 'return_pct': -3.650587}, {'day': 3, 'return_pct': -1.955671}]","[{'day': 1, 'return_pct': -6.178899}, {'day': 2, 'return_pct': -5.539791}, {'day': 3, 'return_pct': -3.878109}]",0.0,0.0,,,,13120,2026-08-13T22:00:42.179073+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-9E38D8E8|267270.KS|2026-04-07|5.0,close_to_close_shadow_buy_premium_v2,267270.KS,HD건설기계,KOSPI,SWING,RUN-9E38D8E8,5,WATCHLIST,watchlist,2026-04-07T12:35:38.538493+00:00,2026-04-07,close_proxy,147800.0,150756.0,2.0,20.0,-5.0,3,3.0,TIME_EXIT,CLOSED,7.922736,7.922736,"[{'day': 1, 'return_pct': 8.863329}, {'day': 2, 'return_pct': 7.036536}, {'day': 3, 'return_pct': 10.081191}]","[{'day': 1, 'return_pct': 6.728754}, {'day': 2, 'return_pct': 4.93778}, {'day': 3, 'return_pct': 7.922736}]",0.0,0.0,,,,13121,2026-08-13T22:00:42.179089+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-7242D634|012450.KS|2026-04-08|1.0,close_to_close_shadow_buy_premium_v2,012450.KS,한화에어로스페이스,KOSPI,SWING,RUN-7242D634,1,WATCHLIST,watchlist,2026-04-07T22:49:19.921596+00:00,2026-04-08,close_proxy,1484000.0,1513680.0,2.0,20.0,-5.0,3,3.0,TIME_EXIT,CLOSED,1.078167,1.078167,"[{'day': 1, 'return_pct': -2.22372}, {'day': 2, 'return_pct': 1.549865}, {'day': 3, 'return_pct': 3.09973}]","[{'day': 1, 'return_pct': -4.140902}, {'day': 2, 'return_pct': -0.441309}, {'day': 3, 'return_pct': 1.078167}]",0.0,0.0,,,,107929,2026-08-13T22:00:42.179104+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-DC312B14|032830.KS|2026-04-08|1.0,close_to_close_shadow_buy_premium_v2,032830.KS,삼성생명,KOSPI,SWING,RUN-DC312B14,1,PRIORITY_WATCHLIST,picked,2026-04-08T10:08:14.050841+00:00,2026-04-08,close_proxy,238500.0,243270.0,2.0,20.0,-5.0,3,1.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-5.0,-5.0,"[{'day': 1, 'return_pct': -3.563941}, {'day': 2, 'return_pct': -1.677149}, {'day': 3, 'return_pct': -1.467505}]","[{'day': 1, 'return_pct': -5.454844}, {'day': 2, 'return_pct': -3.605048}, {'day': 3, 'return_pct': -3.399515}]",0.0,0.0,,,,16761,2026-08-13T22:00:42.179119+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-8A49F7E1|079550.KS|2026-04-08|1.0,close_to_close_shadow_buy_premium_v2,079550.KS,LIG넥스원,KOSPI,SWING,RUN-8A49F7E1,1,WATCHLIST,watchlist,2026-04-07T15:22:56.537047+00:00,2026-04-08,close_proxy,833000.0,849660.0,2.0,20.0,-5.0,3,3.0,TIME_EXIT,CLOSED,10.514794,10.514794,"[{'day': 1, 'return_pct': 6.482593}, {'day': 2, 'return_pct': 10.564226}, {'day': 3, 'return_pct': 12.72509}]","[{'day': 1, 'return_pct': 4.394699}, {'day': 2, 'return_pct': 8.3963}, {'day': 3, 'return_pct': 10.514794}]",0.0,0.0,,,,75019,2026-08-13T22:00:42.179135+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-7242D634|009150.KS|2026-04-08|2.0,close_to_close_shadow_buy_premium_v2,009150.KS,삼성전기,KOSPI,SWING,RUN-7242D634,2,EXCEPTION_LEADER,exception_leader,2026-04-07T22:49:19.921596+00:00,2026-04-08,close_proxy,514000.0,524280.0,2.0,20.0,-5.0,3,3.0,TIME_EXIT,CLOSED,8.339056,8.339056,"[{'day': 1, 'return_pct': 0.389105}, {'day': 2, 'return_pct': 9.922179}, {'day': 3, 'return_pct': 10.505837}]","[{'day': 1, 'return_pct': -1.579309}, {'day': 2, 'return_pct': 7.766842}, {'day': 3, 'return_pct': 8.339056}]",0.0,0.0,,,,107931,2026-08-13T22:00:42.179150+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-DC312B14|047810.KS|2026-04-08|2.0,close_to_close_shadow_buy_premium_v2,047810.KS,한국항공우주,KOSPI,SWING,RUN-DC312B14,2,PRIORITY_WATCHLIST,picked,2026-04-08T10:08:14.050841+00:00,2026-04-08,close_proxy,190400.0,194208.0,2.0,20.0,-5.0,3,3.0,TIME_EXIT,CLOSED,-0.87947,-0.87947,"[{'day': 1, 'return_pct': 4.989496}, {'day': 2, 'return_pct': 4.989496}, {'day': 3, 'return_pct': 1.102941}]","[{'day': 1, 'return_pct': 2.930878}, {'day': 2, 'return_pct': 2.930878}, {'day': 3, 'return_pct': -0.87947}]",0.0,0.0,,,,16767,2026-08-13T22:00:42.179166+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-8A49F7E1|278470.KS|2026-04-08|2.0,close_to_close_shadow_buy_premium_v2,278470.KS,에이피알,KOSPI,SWING,RUN-8A49F7E1,2,EXCEPTION_LEADER,exception_leader,2026-04-07T15:22:56.537047+00:00,2026-04-08,close_proxy,335500.0,342210.0,2.0,20.0,-5.0,3,3.0,TIME_EXIT,CLOSED,16.741182,16.741182,"[{'day': 1, 'return_pct': 8.941878}, {'day': 2, 'return_pct': 17.138599}, {'day': 3, 'return_pct': 19.076006}]","[{'day': 1, 'return_pct': 6.805763}, {'day': 2, 'return_pct': 14.841764}, {'day': 3, 'return_pct': 16.741182}]",0.0,0.0,,,,75095,2026-08-13T22:00:42.179181+00:00,['MISSING_RELATIVE_RANK_MODEL']
