trade_id,ledger_mode,ticker,stock_name,market,scan_mode,run_id,priority_rank,decision,decision_bucket,recommended_at,base_trade_date,entry_model,entry_reference_price,target_tp_pct,stop_sl_pct,hold_days,exit_day,exit_reason,trade_status,gross_return_pct,net_return_pct,fee_bps,slippage_bps,relative_rank_score,loss_risk_score,relative_rank_model,source_scan_result_id,created_at,data_warnings
RUN-B8A7FAA3|059090.KQ|2026-04-23|2.0,close_to_close_shadow_v1,059090.KQ,미코,KOSDAQ,SWING,RUN-B8A7FAA3,2,EXCEPTION_LEADER,exception_leader,2026-04-23T01:29:01.047462+00:00,2026-04-23,close_proxy,20600.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,2.669903,2.669903,0.0,0.0,,,,75456,2026-05-12T15:17:10.268580+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-B8A7FAA3|086520.KQ|2026-04-23|3.0,close_to_close_shadow_v1,086520.KQ,에코프로,KOSDAQ,SWING,RUN-B8A7FAA3,3,EXCEPTION_LEADER,exception_leader,2026-04-23T01:29:01.047462+00:00,2026-04-23,close_proxy,157200.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,2.735369,2.735369,0.0,0.0,,,,75459,2026-05-12T15:17:10.268590+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-B8A7FAA3|277810.KQ|2026-04-23|4.0,close_to_close_shadow_v1,277810.KQ,레인보우로보틱스,KOSDAQ,SWING,RUN-B8A7FAA3,4,EXCEPTION_LEADER,exception_leader,2026-04-23T01:29:01.047462+00:00,2026-04-23,close_proxy,600000.0,10.0,-10.0,3,2.0,TAKE_PROFIT_CLOSE_PROXY,CLOSED,10.0,10.0,0.0,0.0,,,,75368,2026-05-12T15:17:10.268600+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-B8A7FAA3|357580.KQ|2026-04-23|5.0,close_to_close_shadow_v1,357580.KQ,아모센스,KOSDAQ,SWING,RUN-B8A7FAA3,5,EXCEPTION_LEADER,exception_leader,2026-04-23T01:29:01.047462+00:00,2026-04-23,close_proxy,19380.0,10.0,-10.0,3,1.0,TAKE_PROFIT_CLOSE_PROXY,CLOSED,10.0,10.0,0.0,0.0,,,,75457,2026-05-12T15:17:10.268609+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-DE564B3B|060250.KQ|2026-04-24|4.0,close_to_close_shadow_v1,060250.KQ,NHN KCP,KOSDAQ,SWING,RUN-DE564B3B,4,EXCEPTION_LEADER,exception_leader,2026-04-23T15:55:09.530545+00:00,2026-04-24,close_proxy,20050.0,10.0,-10.0,3,3.0,TIME_EXIT,CLOSED,0.498753,0.498753,0.0,0.0,,,,75458,2026-05-12T15:17:10.268619+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-77C31BE0|050890.KQ|2026-05-07|1.0,close_to_close_shadow_v1,050890.KQ,쏠리드,KOSDAQ,SWING,RUN-77C31BE0,1,WATCHLIST_ONLY,watchlist,2026-05-07T00:56:20.255016+00:00,2026-05-07,close_proxy,18850.0,10.0,-10.0,1,1.0,TIME_EXIT,CLOSED,-3.448276,-3.448276,0.0,0.0,,,,78406,2026-05-12T15:17:10.268629+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-77C31BE0|327260.KQ|2026-05-07|2.0,close_to_close_shadow_v1,327260.KQ,RF머트리얼즈,KOSDAQ,SWING,RUN-77C31BE0,2,WATCHLIST_ONLY,watchlist,2026-05-07T00:56:20.255016+00:00,2026-05-07,close_proxy,119500.0,10.0,-10.0,1,1.0,TIME_EXIT,CLOSED,-4.937238,-4.937238,0.0,0.0,,,,78408,2026-05-12T15:17:10.268638+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-77C31BE0|322310.KQ|2026-05-07|3.0,close_to_close_shadow_v1,322310.KQ,오로스테크놀로지,KOSDAQ,SWING,RUN-77C31BE0,3,WATCHLIST_ONLY,watchlist,2026-05-07T00:56:20.255016+00:00,2026-05-07,close_proxy,39500.0,10.0,-10.0,1,1.0,STOP_LOSS_CLOSE_PROXY,CLOSED,-10.0,-10.0,0.0,0.0,,,,78383,2026-05-12T15:17:10.268647+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-77C31BE0|388050.KQ|2026-05-07|4.0,close_to_close_shadow_v1,388050.KQ,지투파워,KOSDAQ,SWING,RUN-77C31BE0,4,WATCHLIST_ONLY,watchlist,2026-05-07T00:56:20.255016+00:00,2026-05-07,close_proxy,15970.0,10.0,-10.0,1,1.0,TIME_EXIT,CLOSED,-4.257984,-4.257984,0.0,0.0,,,,78157,2026-05-12T15:17:10.268656+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-77C31BE0|102120.KQ|2026-05-07|5.0,close_to_close_shadow_v1,102120.KQ,어보브반도체,KOSDAQ,SWING,RUN-77C31BE0,5,WATCHLIST_ONLY,watchlist,2026-05-07T00:56:20.255016+00:00,2026-05-07,close_proxy,14550.0,10.0,-10.0,1,1.0,TIME_EXIT,CLOSED,-0.893471,-0.893471,0.0,0.0,,,,78381,2026-05-12T15:17:10.268666+00:00,['MISSING_RELATIVE_RANK_MODEL']
RUN-3CB985B5|199800.KQ|2026-05-12|1.0,close_to_close_shadow_v1,199800.KQ,툴젠,KOSDAQ,SWING,RUN-3CB985B5,1,WATCHLIST_ONLY,watchlist,2026-05-12T05:28:46.915632+00:00,2026-05-12,close_proxy,138700.0,15.0,-10.0,5,,NO_REALIZED_RETURN,UNRESOLVED,,,0.0,0.0,54.7881,34.872,kosdaq_floor_win_relative_v5,93472,2026-05-12T15:17:10.268674+00:00,['NO_RETURN_WITHIN_HOLD']
RUN-3CB985B5|241520.KQ||5.0,close_to_close_shadow_v1,241520.KQ,DSC인베스트먼트,KOSDAQ,SWING,RUN-3CB985B5,5,EXCEPTION_LEADER,exception_leader,2026-05-12T05:28:46.915632+00:00,,close_proxy,15090.0,10.0,-10.0,3,,NO_REALIZED_RETURN,UNRESOLVED,,,0.0,0.0,,9.144,,93484,2026-05-12T15:17:10.268682+00:00,"['NO_RETURN_WITHIN_HOLD', 'MISSING_RELATIVE_RANK_MODEL']"
