Tier,_tier_sort,Ticker,Name,Antigrav,Whale,Trend,1D Change,Consecutive,RS vs SPY,Entry(-2%),Target,Stop,Hold,Volume,Strategy,Surge,WR,Position,Context,_prob_5,_prob_clean,Decision Score
T3,3,AAPL,AAPL,36,35.0pts,DOWN,-0.63%,2 DOWN,+2.3% vs SPY,242.29,252.35,232.22 (-4.2%),3d,⚠️ x0.7,🚀 Momentum,-,52%,📉 바닥 (Bottom),-,0.0,0.0,25.6
