Tier,_tier_sort,티커,종목명,Antigrav,수급,추세,전일비,연속등락,매수가(-2%),목표가(+3.5%),손절가,보유한도,거래량,시장맥락,전략,급등예측,승률,AI확률,정밀확률,확신도,위치,_prob_5,_prob_clean,Decision Score,모델,phase25_variant,phase25_shadow_variant,phase25_shadow_prob,phase25_recommended_threshold,_theme_context,_leader_metrics,_routing_path,테마,scan_mode,strategy_family
⚡T3,3,095340.KQ,ISC,70,95점 장중,UP,+5.66%,장중,"270,500","285,029","263,236 (-2.7%)",당일,⚠️ x1.3,-,⏱️ Intraday Trend | 1H,📈 Trend Continuation,-,33.8%,29.3%,49.9,📈 Intraday Trend,33.8,29.3,70.6,phase25_kr_intraday_xgboost,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,13.4,60.0,"{'primary_theme': '반도체', 'theme_direction': 'NEUTRAL', 'theme_strength_score': 0.0, 'theme_membership_confidence': 0.9, 'theme_source': 'stock_master', 'theme_inference_status': 'inferred', 'secondary_themes': [], 'is_spac': False, 'routing_path': 'core_only', 'theme_reasons': ['THEME_LEADER_SCORE_HIGH', 'seed_ticker_mapping', 'stock_master_primary'], 'matched_themes': [{'theme_name': '반도체', 'confidence': 0.9, 'theme_source': 'stock_master'}, {'theme_name': '친환경/에너지', 'confidence': 0.64, 'theme_source': 'keyword_fallback'}]}","{'theme_name': '반도체', 'theme_rank': None, 'turnover_rank_in_theme': None, 'turnover_ratio_vs_float_cap': 1.0, 'turnover_growth_5d': 1.318, 'breakout_quality_score': 48.5, 'close_location_score': 87.8, 'expansion_potential_score': 61.5, 'leader_score': 76.9, 'scan_mode': 'INTRADAY'}",core_only,반도체,INTRADAY,KR_CORE
⚡T3,3,028300.KQ,HLB,65,70점 장중,UP,+2.01%,장중,"55,800","57,729","54,836 (-1.7%)",당일,⚠️ x1.2,-,⏱️ Intraday Trend | 1H,📈 Trend Continuation,-,32.4%,27.5%,44.2,📈 Intraday Trend,32.4,27.5,61.0,phase25_kr_intraday_xgboost,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,42.9,60.0,"{'primary_theme': '바이오/헬스케어', 'theme_direction': 'NEUTRAL', 'theme_strength_score': 0.0, 'theme_membership_confidence': 0.9, 'theme_source': 'stock_master', 'theme_inference_status': 'inferred', 'secondary_themes': [], 'is_spac': False, 'routing_path': 'core_only', 'theme_reasons': ['THEME_LEADER_SCORE_HIGH', 'seed_ticker_mapping', 'stock_master_primary'], 'matched_themes': [{'theme_name': '바이오/헬스케어', 'confidence': 0.9, 'theme_source': 'stock_master'}, {'theme_name': '친환경/에너지', 'confidence': 0.64, 'theme_source': 'keyword_fallback'}]}","{'theme_name': '바이오/헬스케어', 'theme_rank': None, 'turnover_rank_in_theme': None, 'turnover_ratio_vs_float_cap': 1.0, 'turnover_growth_5d': 0.808, 'breakout_quality_score': 49.6, 'close_location_score': 83.1, 'expansion_potential_score': 55.7, 'leader_score': 73.6, 'scan_mode': 'INTRADAY'}",core_only,바이오/헬스케어,INTRADAY,KR_CORE
