Tier,_tier_sort,티커,종목명,Antigrav,수급,추세,전일비,연속등락,매수가(-2%),목표가(+3.5%),손절가,보유한도,거래량,시장맥락,전략,급등예측,승률,AI확률,정밀확률,확신도,위치,_prob_5,_prob_clean,Decision Score,모델,phase25_variant,phase25_prob,phase25_shadow_variant,phase25_shadow_prob,phase25_recommended_threshold,model_trace_status,model_error,_theme_context,_leader_metrics,_routing_path,테마,scan_mode,strategy_family
⚡T3,3,240810.KQ,원익IPS,71,79점 장중,UP,+6.10%,장중,"123,500","126,971","121,764 (-1.4%)",당일,⚠️ x0.4,-,⏱️ Intraday Trend | 1H,📈 Trend Continuation,-,31.8%,25.5%,45.1,📈 Intraday Trend,31.8,25.5,64.8,phase25_kr_intraday_xgboost,phase25_kr_intraday_xgboost,15.6,phase25_kr_intraday_histgb,66.0,60.0,ok,,"{'primary_theme': '반도체', 'theme_direction': 'BENEFICIARY', 'theme_strength_score': 18.0, 'theme_membership_confidence': 0.9, 'theme_source': 'stock_master', 'theme_inference_status': 'inferred', 'secondary_themes': [], 'is_spac': False, 'routing_path': 'theme_shadow', 'theme_reasons': ['THEME_BENEFICIARY', 'seed_ticker_mapping', 'stock_master_primary'], 'matched_themes': [{'theme_name': '반도체', 'confidence': 0.9, 'theme_source': 'stock_master'}, {'theme_name': 'IT서비스/플랫폼', 'confidence': 0.72, 'theme_source': 'keyword_fallback'}, {'theme_name': '2차전지', 'confidence': 0.72, 'theme_source': 'keyword_fallback'}]}","{'theme_name': '반도체', 'theme_rank': None, 'turnover_rank_in_theme': None, 'turnover_ratio_vs_float_cap': 0.4299, 'turnover_growth_5d': 1.316, 'breakout_quality_score': 50.0, 'close_location_score': 86.7, 'expansion_potential_score': 50.5, 'leader_score': 53.1, 'scan_mode': 'INTRADAY'}",theme_shadow,반도체,INTRADAY,KR_CORE
