Tier,_tier_sort,티커,종목명,Antigrav,수급,추세,전일비,연속등락,매수가(-2%),목표가(+3.5%),손절가,보유한도,거래량,시장맥락,전략,급등예측,승률,AI확률,정밀확률,확신도,위치,_prob_5,_prob_clean,Decision Score,모델,phase25_variant,phase25_shadow_variant,phase25_shadow_prob,phase25_recommended_threshold,_theme_context,_leader_metrics,_routing_path,테마,scan_mode,strategy_family
⚡T3,3,373220.KS,LG에너지솔루션,68,78점 장중,UP,+4.09%,장중,"419,500","429,689","414,405 (-1.2%)",당일,⚠️ x1.0,🔥 수혜,⏱️ Intraday Trend | News Tailwind | 1H,📈 Trend Continuation,-,30.2%,24.4%,45.0,📈 Intraday Trend,30.2,24.4,65.7,phase25_kr_intraday_xgboost,phase25_kr_intraday_xgboost,phase25_kr_intraday_histgb,63.6,60.0,"{'primary_theme': '2차전지', 'theme_direction': 'BENEFICIARY', 'theme_strength_score': 18.0, 'theme_membership_confidence': 0.9, 'theme_source': 'stock_master', 'theme_inference_status': 'inferred', 'secondary_themes': ['자동차', '친환경/에너지'], 'is_spac': False, 'routing_path': 'core_only', 'theme_reasons': ['THEME_LEADER_SCORE_HIGH', 'seed_ticker_mapping', 'stock_master_primary'], 'matched_themes': [{'theme_name': '2차전지', 'confidence': 0.9, 'theme_source': 'stock_master'}, {'theme_name': '자동차', 'confidence': 0.7, 'theme_source': 'stock_master'}, {'theme_name': '친환경/에너지', 'confidence': 0.72, 'theme_source': 'seed_catalog'}, {'theme_name': '해운', 'confidence': 0.72, 'theme_source': 'keyword_fallback'}]}","{'theme_name': '2차전지', 'theme_rank': None, 'turnover_rank_in_theme': None, 'turnover_ratio_vs_float_cap': 0.9672, 'turnover_growth_5d': 1.117, 'breakout_quality_score': 51.0, 'close_location_score': 84.4, 'expansion_potential_score': 55.3, 'leader_score': 73.5, 'scan_mode': 'INTRADAY'}",core_only,2차전지,INTRADAY,KR_CORE
