,Ticker,Reason,Alpha,Conviction,Prob5,Clean,Trend,Tier,Name,Market,Regime,ExceptionScore,RecommendException,ExceptionReasons,ProfilePolicy,ProfileAdjustment,ProfileConfidence,ProfileSignals,ProfileWin5D,ProfileAvg5D,ProfileRR
30,036810.KQ,KR_HARD_FILTER_FAIL,20.0,,,,NEUTRAL,,에프에스티,KOSDAQ,BEAR,2.0,N,TREND_NEUTRAL,NONE,0.0,0.0,,,,
138,140860.KQ,KR_HARD_FILTER_FAIL,26.0,,,,NEUTRAL,,파크시스템스,KOSDAQ,BEAR,2.0,N,TREND_NEUTRAL,NONE,0.0,0.0,,,,
148,183300.KQ,KR_HARD_FILTER_FAIL,30.0,,,,NEUTRAL,,코미코,KOSDAQ,BEAR,2.0,N,TREND_NEUTRAL,NONE,0.0,0.0,,,,
154,200470.KQ,KR_HARD_FILTER_FAIL,30.0,,,,NEUTRAL,,에이팩트,KOSDAQ,BEAR,2.0,N,TREND_NEUTRAL,NONE,0.0,0.0,,,,
158,214370.KQ,KR_HARD_FILTER_FAIL,4.0,,,,NEUTRAL,,케어젠,KOSDAQ,BEAR,2.0,N,TREND_NEUTRAL,NONE,0.0,0.0,,,,
0,000250.KQ,PRECISION_GATE_T3_LOW_ML_SUPPORT,29.0,44.6,30.3,14.7,,3,삼천당제약,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
84,082920.KQ,PRECISION_GATE_T3_LOW_ML_SUPPORT,44.0,50.8,32.1,16.0,,3,비츠로셀,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
129,131030.KQ,PRECISION_GATE_T3_LOW_ML_SUPPORT,42.0,47.7,22.8,14.2,,3,옵투스제약,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
186,263750.KQ,PRECISION_GATE_T3_LOW_ML_SUPPORT,43.0,50.4,23.6,24.0,,3,펄어비스,KOSDAQ,BEAR,0.0,N,,NEGATIVE,-11.1,0.602,3,0.0,-5.13307984790875,1.6
249,412350.KQ,PRECISION_GATE_T3_LOW_ML_SUPPORT,40.0,44.8,28.9,17.2,,3,레이저쎌,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
263,452300.KQ,PRECISION_GATE_T3_LOW_ML_SUPPORT,41.0,46.0,30.8,21.2,,3,캡스톤파트너스,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
6,007390.KQ,KR_HARD_FILTER_FAIL,19.0,,,,DOWN,,네이처셀,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
19,028300.KQ,KR_HARD_FILTER_FAIL,38.0,,,,DOWN,,HLB,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
34,038110.KQ,KR_HARD_FILTER_FAIL,37.0,,,,DOWN,,에코플라스틱,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
38,041510.KQ,KR_HARD_FILTER_FAIL,17.0,,,,DOWN,,에스엠,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
48,049630.KQ,KR_HARD_FILTER_FAIL,37.0,,,,DOWN,,재영솔루텍,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
56,054920.KQ,KR_HARD_FILTER_FAIL,29.0,,,,DOWN,,한컴위드,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
62,060280.KQ,KR_HARD_FILTER_FAIL,18.0,,,,DOWN,,큐렉소,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
63,060370.KQ,KR_HARD_FILTER_FAIL,29.0,,,,DOWN,,LS마린솔루션,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
80,079370.KQ,KR_HARD_FILTER_FAIL,19.0,,,,DOWN,,제우스,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
88,085660.KQ,KR_HARD_FILTER_FAIL,30.0,,,,DOWN,,차바이오텍,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
98,090710.KQ,KR_HARD_FILTER_FAIL,30.0,,,,DOWN,,휴림로봇,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
116,108490.KQ,KR_HARD_FILTER_FAIL,32.0,,,,DOWN,,로보티즈,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
121,121600.KQ,KR_HARD_FILTER_FAIL,39.0,,,,DOWN,,나노신소재,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
122,122870.KQ,KR_HARD_FILTER_FAIL,14.0,,,,DOWN,,와이지엔터테인먼트,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
131,131370.KQ,KR_HARD_FILTER_FAIL,15.0,,,,DOWN,,알서포트,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
134,137400.KQ,KR_HARD_FILTER_FAIL,40.0,,,,DOWN,,피엔티,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
137,140410.KQ,KR_HARD_FILTER_FAIL,14.0,,,,DOWN,,메지온,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
157,214150.KQ,KR_HARD_FILTER_FAIL,40.0,,,,DOWN,,클래시스,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
159,214450.KQ,KR_HARD_FILTER_FAIL,31.0,,,,DOWN,,파마리서치,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
177,241710.KQ,KR_HARD_FILTER_FAIL,42.0,,,,DOWN,,코스메카코리아,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
180,247540.KQ,KR_HARD_FILTER_FAIL,33.0,,,,DOWN,,에코프로비엠,KOSDAQ,BEAR,0.0,N,,NEGATIVE,-12.2,0.602,3,0.0,-7.281323877068557,1.623372003093581
189,272290.KQ,KR_HARD_FILTER_FAIL,20.0,,,,DOWN,,이녹스첨단소재,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
192,281740.KQ,KR_HARD_FILTER_FAIL,29.0,,,,DOWN,,레이크머티리얼즈,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
197,290650.KQ,KR_HARD_FILTER_FAIL,0.0,,,,DOWN,,엘앤씨바이오,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
198,290690.KQ,KR_HARD_FILTER_FAIL,4.0,,,,DOWN,,소룩스,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
220,348370.KQ,KR_HARD_FILTER_FAIL,14.0,,,,DOWN,,엔켐,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
226,358570.KQ,KR_HARD_FILTER_FAIL,24.0,,,,DOWN,,지아이이노베이션,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
245,399720.KQ,KR_HARD_FILTER_FAIL,20.0,,,,DOWN,,가온칩스,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
258,445680.KQ,KR_HARD_FILTER_FAIL,27.0,,,,DOWN,,큐리옥스바이오시스템즈,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
261,451760.KQ,KR_HARD_FILTER_FAIL,30.0,,,,DOWN,,컨텍,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
268,462350.KQ,KR_HARD_FILTER_FAIL,16.0,,,,DOWN,,이노스페이스,KOSDAQ,BEAR,0.0,N,,NONE,0.0,0.0,,,,
3,005860.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,한일사료,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
4,006730.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,서부T&D,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
9,012860.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,모베이스전자,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
10,014620.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,성광벤드,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
16,024060.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,흥구석유,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
20,030530.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,원익홀딩스,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
21,031980.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,피에스케이홀딩스,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
25,033500.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,동성화인텍,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
27,035900.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,JYP Ent.,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
28,036170.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,에이치엠넥스,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
32,037030.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,파워넷,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
52,052400.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,코나아이,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
57,056080.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,유진로봇,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
60,058610.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,에스피지,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
61,060250.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,NHN KCP,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
66,064260.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,다날,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
68,065170.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,비엘팜텍,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
69,065350.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,신성델타테크,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
72,067310.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,하나마이크론,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
76,077360.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,덕산하이메탈,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
79,078600.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,대주전자재료,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
82,080580.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,오킨스전자,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
90,086520.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,에코프로,KOSDAQ,BEAR,-6.0,N,,NEGATIVE,-14.1,0.602,3,0.0,-10.2089552238806,1.4
93,088800.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,에이스테크,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
94,089030.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,테크윙,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
102,095610.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,테스,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
103,096350.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,대창솔루션,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
106,098460.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,고영,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
119,115180.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,큐리언트,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
120,115440.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,우리넷,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
124,124500.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,아이티센글로벌,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
140,145020.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,휴젤,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
142,161580.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,필옵틱스,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
145,171090.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,선익시스템,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
151,195940.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,HK이노엔,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
152,196170.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,알테오젠,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
156,213420.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,덕산네오룩스,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
160,215600.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,신라젠,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
165,222080.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,씨아이에스,KOSDAQ,BEAR,-6.0,N,,NEGATIVE,-15.5,0.778,5,0.0,-6.394907578643523,1.3999999999999997
166,222800.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,심텍,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
171,232140.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,와이씨,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
172,234340.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,헥토파이낸셜,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
184,257720.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,실리콘투,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
185,261780.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,차백신연구소,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
190,274090.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,켄코아에어로스페이스,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
191,277810.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,레인보우로보틱스,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
193,282720.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,금양그린파워,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
196,290550.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,디케이티,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
200,298380.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,에이비엘바이오,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
201,307180.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,아이엘,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
205,319400.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,현대무벡스,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
208,321370.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,센서뷰,KOSDAQ,BEAR,-6.0,N,,NEGATIVE,-18.0,0.699,4,0.0,-15.020145044319097,1.75
217,347850.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,디앤디파마텍,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
219,348340.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,뉴로메카,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
221,354320.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,알멕,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
222,355150.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,코스텍시스,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
225,357880.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,SKAI,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
235,383310.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,에코프로에이치엔,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
239,389260.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,대명에너지,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
240,389470.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,인벤티지랩,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
255,432720.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,퀄리타스반도체,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
256,437730.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,삼현,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
262,452280.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,한선엔지니어링,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
264,453450.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,그리드위즈,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
267,460930.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,현대힘스,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
270,466100.KQ,KR_SIGNAL_WINDOW_FAIL,,,,,,,클로봇,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
272,475580.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,에이럭스,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
273,475830.KQ,KR_BASELINE_FILTER_FAIL,,,,,,,오름테라퓨틱,KOSDAQ,BEAR,-6.0,N,,NONE,0.0,0.0,,,,
7,009520.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,포스코엠텍,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
14,020400.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,대동금속,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
39,041920.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,메디아나,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
43,045100.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,한양이엔지,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
47,049120.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,파인디앤씨,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
50,051980.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,중앙첨단소재,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
53,053950.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,경남제약,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
54,054090.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,삼진엘앤디,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
58,058110.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,멕아이씨에스,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
64,060900.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,에이전트AI,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
70,065420.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,에스아이리소스,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
71,065770.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,CS,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
87,084990.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,헬릭스미스,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
92,088280.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,쏘닉스,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
96,089890.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,코세스,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
99,092600.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,앤씨앤,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
101,095500.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,미래나노텍,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
104,096530.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,씨젠,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
107,099220.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,SDN,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
110,100700.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,세운메디칼,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
113,101670.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,하이드로리튬,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
114,105330.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,케이엔더블유,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
118,114190.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,강원에너지,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
127,128660.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,피제이메탈,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
132,131400.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,이브이첨단소재,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
153,198940.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,한주라이트메탈,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
161,215790.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,이노인스트루먼트,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
167,225430.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,케이엠제약,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
173,234690.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,녹십자웰빙,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
179,243840.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,신흥에스이씨,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
181,251370.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,와이엠티,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
182,252990.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,샘씨엔에스,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
188,272110.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,케이엔제이,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
195,290120.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,DH오토리드,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
203,314130.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,지놈앤컴퍼니,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
204,317330.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,덕산테코피아,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
207,321260.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,프로이천,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
213,331920.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,셀레믹스,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
215,340930.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,유일에너테크,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
218,348210.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,넥스틴,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
228,365270.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,큐라클,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
229,365340.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,성일하이텍,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
231,372320.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,큐로셀,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
232,378340.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,필에너지,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
233,382150.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,온코크로스,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
243,394280.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,오픈엣지테크놀로지,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
247,403490.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,우듬지팜,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
260,451220.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,아이엠티,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
266,460870.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,에스엠씨지,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
269,463480.KQ,LIQUIDITY_FILTER_FAIL,,,,,,,모티브링크,KOSDAQ,BEAR,-15.0,N,,NONE,0.0,0.0,,,,
