id,ticker,stock_name,alpha_score,tech_score,ml_prob,whale_score,fund_status,trend,market_type,created_at,tier,volume,context,surge,win_rate,position,strategy,decision_score,run_id,priority_rank,decision,decision_bucket,outcome_status,recommended_at,outcome_recorded_at,horizon,base_trade_date,entry_reference_price,latest_return_pct,return_1d_pct,return_2d_pct,return_3d_pct,return_5d_pct,source_ref,scan_mode,return_30m_pct,return_1h_pct,return_close_pct,strategy_family,return_7d_pct,market,quality_flags,validation_excluded,phase25_variant,phase25_shadow_variant,phase25_shadow_prob,phase25_recommended_threshold,primary_theme,theme_source,theme_inference_status,secondary_themes,theme_routing_path,expected_edge_score,expected_return_1d_pct,expected_return_3d_pct,inference_failed,target_tp_pct,stop_sl_pct,hold_days,regime_volatility_20d,regime_breadth_pct,kosdaq_chg,regime_avg_chg,volume_ratio,volume_confirmed,prob_clean,model_trace_status,model_error,feature_origin,feature_quality,feature_completeness,feature_missing_fields,validation_excluded_reason,is_dummy_data,phase25_prob,phase25_signal_direction,phase25_raw_auc,phase25_oos_auc,phase25_oos_win_rate_pct,phase25_oos_avg_return_pct,performance_updated_at,market_gate,scanner_timeframe_profile,kr_universe_role,selection_lane,rationale,theme_risk,model_prob_available_count,model_prob_mean,low_model_prob_score,low_prob_high_score,expected_edge_inversion_score,return_14d_pct,return_30d_pct,day_return_pct,conviction_score,loss_risk_score,relative_rank_score,relative_rank_pct,regime_adjusted_grade,relative_rank_model,max_high_return_5d_pct,hit_5pct_within_5d,hit_5pct_within_5d_at,swing_target_label_version,target_horizon_days,explosive_leader_flag,core_trend_flag,explosive_eligible,explosive_gate_reasons,price_band,is_sub7,max_return_observed_pct,min_return_observed_pct,target_definition,target_return_source,label_hit_5pct_within_5d,label_win_close,label_win_1d,label_win_3d,label_hit_5pct,label_hit_10pct,label_hit_20pct,label_hit_50pct,label_hit_100pct,label_stop_loss_3pct,label_stop_loss_5pct,marcap_band,learning_quality_tier,market2,trade_date,candidate_id,candidate_description,candidate_cohort,target_pct,stop_pct,horizon_days,source_proxy,ordered_target_before_stop,ordered_stop_before_target,ordered_terminal_status,ordered_target_hit_at,ordered_stop_hit_at,ordered_bars_observed,ordered_mfe_pct,ordered_mae_pct,ordered_entry_price,ordered_entry_date,archive_entry_divergence_pct,ordered_warnings,cohort,ordered_label_ready,ordered_win,ordered_stop,primary_theme_archive,theme_membership_refreshed,theme_membership_source,theme_day_symbol_count,theme_day_avg_alpha_score,theme_day_avg_decision_score,theme_day_avg_volume_ratio,theme_day_avg_day_return_pct,theme_day_positive_return_pct,theme_day_avg_expected_return_1d_pct,theme_day_avg_expected_return_3d_pct,theme_day_strength_score,theme_day_strength_rank,theme_day_strength_pct,theme_day_strength_bucket,foreigner,foreign_flow,institution,institution_flow,retail,retail_flow,flow_consensus_buying,retail_dominant,dominant,whale_trend,foreigner_1d,institution_1d,retail_1d,foreigner_3d,institution_3d,retail_3d,foreigner_10d,institution_10d,retail_10d,whale_flow_1d,whale_flow_3d,whale_flow_10d,flow_window,flow_asof,scan_entry_reference_price,return_10m_pct,mfe_intraday_pct,mae_intraday_pct,mfe_5d_pct,mae_5d_pct,target_before_stop_5d,stop_before_target_5d,target_hit_at_5d,stop_hit_at_5d,outcome_path_terminal_status,outcome_path_label_version,ordered_entry_at,ordered_mfe_until_terminal_5d_pct,ordered_mae_until_terminal_5d_pct,ordered_mae_before_target_5d_pct,outcome_path_bar_count,outcome_path_source,outcome_path_warnings
52969,007340.KS,DN오토모티브,90.0,,50.0,,,UP,KR,2026-04-19T15:27:44.130393+00:00,,,,,,,local_returns:return_3d_pct,100.0,RUN-FF1DB506,6.0,OBSERVE,watchlist,RESOLVED,2026-04-19T15:27:44.130393+00:00,2026-04-23T01:34:08.567988+00:00,T+3D,2026-04-20,41600.0,12.980769,-5.889423,-1.5625,-4.567308,-0.721154,local_returns:return_3d_pct,SWING,,,,KR_CORE,2.884615,KOSPI,,True,,,,,2차전지,stock_master,inferred,['자동차'],theme_shadow,16.0,1.36,3.1,,,,,,,,,,,50.0,,,scanner_archive_outcome,incomplete,0.5,"['tech_score', 'whale_score', 'volume_ratio', 'position', 'tier']","FEATURE_MISSING:tech_score,whale_score,volume_ratio,position,tier",False,,,,,,,2026-05-13T10:03:28.643645+00:00,,DAILY_PRIMARY_WITH_1H_REFRESH,CORE_TREND,3d,"['scanner_score=100.0', 'quant_priority_score=100.0', 'quant_lane=3d', 'quant_score_1d=100.0', 'quant_score_3d=100.0', 'basket_priority_score=100.0', 'active_lane=mixed', 'rank=6', '전략: 🚀 Momentum | Ranker:7.4% | ContextTailwind', '추세: UP', 'kr_universe_role=CORE_TREND', 'scanner_timeframe_profile=DAILY_PRIMARY_WITH_1H_REFRESH', 'explosive_eligible=false', 'continuation_eligible=true', 'continuation_enabled=true', 'continuation_prob_3d=5.6', 'continuation_evidence=8', 'quant_reason=SCAN_MODE_SWING_3D', 'quant_reason=TREND_UP', 'quant_reason=EXPECTED_RETURN_1D_3D', 'lane_overlay_1d=kospi_core_1d:99.0', 'lane_overlay_3d=kospi_core_3d:91.4', 'explosive_gate=NOT_EXPLOSIVE_ROLE', 'theme=2차전지', 'priority_guard=KOSPI_SWING', 'expected_edge_watch_guard=1.36/3.10']","['KOSPI_SWING_PRIORITY_GUARD', 'EXPECTED_EDGE_WATCH_GUARD']",,,,,,12.139423,,,82.1,,,,,,4.927885,False,,forward_high_within_5d_v1,3,0,1,1,['nan'],gt_15,0,12.139423,-5.889423,forward_high_within_5d,source_ohlcv_high,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2,all,KOSPI,2026-04-19,5D_ordered_10v5,full_kospi_ordered_search,KOSPI_ALL,10.0,5.0,5,{},False,True,stop_before_target,,2026-04-21,5.0,4.447115,-8.052885,41600.0,2026-04-20,0.0,[],Other,True,False,True,2차전지,False,stock_master,7.0,87.7143,83.4857,,,,0.76,1.9343,4.2373,1.0,100.0,THEME_TOP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97618,007660.KS,이수페타시스,95.0,,50.0,,,NEUTRAL,KR,2026-04-19T13:44:51.620916+00:00,,,,,,,local_returns:return_3d_pct,85.9,RUN-BE254DAF,20.0,OBSERVE,watchlist,RESOLVED,2026-04-19T13:44:51.620916+00:00,2026-04-23T01:34:04.352684+00:00,T+3D,2026-04-20,133300.0,-0.150038,-0.075019,21.08027,12.67817,16.654164,local_returns:return_3d_pct,SWING,,,,KR_CORE,9.527382,KOSPI,,True,,,,,전자부품/디스플레이,stock_master,blank,[],core_only,5.49,0.47,1.36,,,,,,,,,,,50.0,,,scanner_archive_outcome,incomplete,0.5,"['tech_score', 'whale_score', 'volume_ratio', 'position', 'tier']","FEATURE_MISSING:tech_score,whale_score,volume_ratio,position,tier",False,,,,,,,2026-05-13T09:45:08.647395+00:00,,DAILY_PRIMARY_WITH_1H_REFRESH,REJECT_RISK,3d,,,,,,,,-3.675919,,,70.9,,,,,,23.330833,True,2026-04-22,forward_high_within_5d_v1,3,0,0,1,['nan'],gt_15,0,16.654164,-3.675919,forward_high_within_5d,source_ohlcv_high,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2,all,KOSPI,2026-04-19,5D_ordered_10v5,full_kospi_ordered_search,KOSPI_ALL,10.0,5.0,5,{},True,False,target_before_stop,2026-04-22,,5.0,23.330833,-3.900975,133300.0,2026-04-20,0.0,[],Other,True,True,False,전자부품/디스플레이,False,stock_master,5.0,91.25,77.38,,,,0.46,1.342,3.4263,6.0,72.22222222222221,THEME_TOP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97487,007810.KS,코리아써키트,,,50.0,,,UP,KR,2026-04-19T08:01:30.362552+00:00,,,,,,,local_returns:return_3d_pct,54.2,RUN-B85D1BAD,64.0,OBSERVE,watchlist,RESOLVED,2026-04-19T08:01:30.362552+00:00,2026-04-23T01:34:03.437863+00:00,T+3D,2026-04-20,90600.0,14.679912,-1.103753,5.298013,0.662252,8.388521,local_returns:return_3d_pct,SWING,,,,KR_CORE,5.298013,KOSPI,,True,,,,,건설/부동산,stock_master,inferred,[],core_only,3.36,0.29,1.01,,,,,,,,,,,50.0,,,outcome_sync_partial,incomplete,0.4,"['alpha_score', 'tech_score', 'whale_score', 'volume_ratio', 'position', 'tier']","FEATURE_MISSING:alpha_score,tech_score,whale_score,volume_ratio,position,tier",False,,,,,,,2026-05-13T09:42:49.891253+00:00,,DAILY_PRIMARY_WITH_1H_REFRESH,TRANSITIONAL,3d,,,,,,,,8.388521,,,,,,,,,9.8234,True,2026-04-22,forward_high_within_5d_v1,3,0,0,1,['nan'],gt_15,0,8.388521,-1.103753,forward_high_within_5d,source_ohlcv_high,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,all,KOSPI,2026-04-19,5D_ordered_10v5,full_kospi_ordered_search,KOSPI_ALL,10.0,5.0,5,{},False,False,no_touch,,,5.0,9.8234,-3.421634,90600.0,2026-04-20,0.0,[],Other,True,False,False,건설/부동산,False,stock_master,10.0,69.25,57.94,,,,0.172,0.782,3.3972,7.0,66.66666666666667,THEME_TOP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97466,008350.KS,남선알미늄,,,50.0,,,UP,KR,2026-04-19T08:01:30.362552+00:00,,,,,,,local_returns:return_3d_pct,61.4,RUN-B85D1BAD,43.0,OBSERVE,watchlist,RESOLVED,2026-04-19T08:01:30.362552+00:00,2026-04-23T01:34:03.437803+00:00,T+3D,2026-04-20,2415.0,-20.248447,-0.207039,0.414079,-6.21118,-6.832298,local_returns:return_3d_pct,SWING,,,,KR_CORE,-8.488613,KOSPI,,True,,,,,철강/금속/소재,stock_master,inferred,[],core_only,5.66,0.48,1.39,,,,,,,,,,,50.0,,,outcome_sync_partial,incomplete,0.4,"['alpha_score', 'tech_score', 'whale_score', 'volume_ratio', 'position', 'tier']","FEATURE_MISSING:alpha_score,tech_score,whale_score,volume_ratio,position,tier",False,,,,,,,2026-05-13T09:42:49.879781+00:00,,DAILY_PRIMARY_WITH_1H_REFRESH,CORE_TREND,3d,,,,,,,,-19.585921,,,,,,,,,13.664596,True,2026-04-22,forward_high_within_5d_v1,3,0,1,1,['nan'],gt_15,0,-0.207039,-19.585921,forward_high_within_5d,source_ohlcv_high,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,all,KOSPI,2026-04-19,5D_ordered_10v5,full_kospi_ordered_search,KOSPI_ALL,10.0,5.0,5,{},True,False,target_before_stop,2026-04-22,,5.0,13.664596,-4.761905,2415.0,2026-04-20,0.0,[],Other,True,True,False,철강/금속/소재,False,stock_master,19.0,79.5714,58.7053,,,,0.2437,0.9258,3.6182,4.0,83.33333333333334,THEME_TOP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53031,008770.KS,호텔신라,85.0,,50.0,,,NEUTRAL,KR,2026-04-19T15:27:44.130393+00:00,,,,,,,local_returns:return_3d_pct,54.8,RUN-FF1DB506,68.0,OBSERVE,watchlist,RESOLVED,2026-04-19T15:27:44.130393+00:00,2026-04-23T01:34:08.5683+00:00,T+3D,2026-04-20,53300.0,14.634146,1.125704,4.502814,6.378987,23.639775,local_returns:return_3d_pct,SWING,,,,KR_CORE,27.016886,KOSPI,,True,,,,,소비재/유통,stock_master,inferred,[],core_only,-1.75,-0.15,0.16,,,,,,,,,,,50.0,,,scanner_archive_outcome,incomplete,0.5,"['tech_score', 'whale_score', 'volume_ratio', 'position', 'tier']","FEATURE_MISSING:tech_score,whale_score,volume_ratio,position,tier",False,,,,,,,2026-05-13T10:03:28.686435+00:00,,DAILY_PRIMARY_WITH_1H_REFRESH,REJECT_RISK,3d,"['scanner_score=54.8', 'quant_priority_score=74.2', 'quant_lane=3d', 'quant_score_1d=66.0', 'quant_score_3d=74.2', 'basket_priority_score=74.2', 'active_lane=mixed', 'rank=68', '전략: 🚀 Momentum | ⚡ 단기과열(강세) | Ranker:7.4%', '추세: NEUTRAL', 'kr_universe_role=REJECT_RISK', 'scanner_timeframe_profile=DAILY_PRIMARY_WITH_1H_REFRESH', 'explosive_eligible=false', 'continuation_eligible=false', 'continuation_enabled=false', 'continuation_prob_3d=50.0', 'continuation_evidence=7', 'quant_reason=SCAN_MODE_SWING_3D', 'quant_reason=EXPECTED_RETURN_1D_3D', 'quant_reason=EXPECTED_RETURN_3D_3D', 'explosive_gate=NOT_EXPLOSIVE_ROLE', 'explosive_gate=DECISION_SCORE_LT_70', 'continuation_gate=DECISION_SCORE_LT_78', 'continuation_gate=TREND_NOT_UP', 'theme=소비재/유통', 'expected_edge_watch_guard=-0.15/0.16']",['EXPECTED_EDGE_WATCH_GUARD'],,,,,,17.073171,,,62.4,,,,,,27.204503,True,2026-04-22,forward_high_within_5d_v1,3,0,0,1,['nan'],gt_15,0,27.016886,1.125704,forward_high_within_5d,source_ohlcv_high,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,all,KOSPI,2026-04-19,5D_ordered_10v5,full_kospi_ordered_search,KOSPI_ALL,10.0,5.0,5,{},True,False,target_before_stop,2026-04-24,,5.0,18.011257,0.187617,53300.0,2026-04-20,0.0,[],Other,True,True,False,소비재/유통,False,stock_master,5.0,89.0,57.14,,,,-0.04,0.372,2.4594,13.0,33.333333333333336,THEME_TAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97630,009150.KS,삼성전기,69.0,,50.0,,,UP,KR,2026-04-19T13:44:51.620916+00:00,,,,,,,local_returns:return_3d_pct,74.4,RUN-BE254DAF,32.0,OBSERVE,watchlist,RESOLVED,2026-04-19T13:44:51.620916+00:00,2026-04-23T01:34:04.352719+00:00,T+3D,2026-04-20,680000.0,51.323529,13.529412,19.411765,13.823529,16.764706,local_returns:return_3d_pct,SWING,,,,KR_CORE,21.617647,KOSPI,,True,,,,,반도체,stock_master,inferred,['통신/네트워크'],theme_shadow,8.84,0.75,1.92,,,,,,,,,,,50.0,,,scanner_archive_outcome,incomplete,0.5,"['tech_score', 'whale_score', 'volume_ratio', 'position', 'tier']","FEATURE_MISSING:tech_score,whale_score,volume_ratio,position,tier",False,,,,,,,2026-05-13T09:45:08.656175+00:00,,DAILY_PRIMARY_WITH_1H_REFRESH,EXPLOSIVE_LEADER,3d,,,,,,,,40.882353,,,69.7,,,,,,20.0,True,2026-04-21,forward_high_within_5d_v1,3,1,0,1,['nan'],gt_15,0,40.882353,13.529412,forward_high_within_5d,source_ohlcv_high,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,all,KOSPI,2026-04-19,5D_ordered_10v5,full_kospi_ordered_search,KOSPI_ALL,10.0,5.0,5,{},True,False,target_before_stop,2026-04-21,,5.0,14.558824,0.882353,680000.0,2026-04-20,0.0,[],Other,True,True,False,반도체,False,stock_master,5.0,72.0,78.96,,,,0.838,2.084,4.0231,2.0,94.44444444444444,THEME_TOP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97508,010060.KS,OCI홀딩스,,,50.0,,,UP,KR,2026-04-19T08:01:30.362552+00:00,,,,,,,local_returns:return_3d_pct,35.9,RUN-B85D1BAD,85.0,AVOID,unknown,RESOLVED,2026-04-19T08:01:30.362552+00:00,2026-04-23T01:34:03.437926+00:00,T+3D,2026-04-20,273000.0,22.161172,9.340659,15.018315,17.948718,38.095238,local_returns:return_3d_pct,SWING,,,,KR_CORE,36.080586,KOSPI,,True,,,,,철강/금속/소재,stock_master,inferred,['금융'],core_only,-1.96,-0.17,0.12,,,,,,,,,,,50.0,,,outcome_sync_partial,incomplete,0.4,"['alpha_score', 'tech_score', 'whale_score', 'volume_ratio', 'position', 'tier']","FEATURE_MISSING:alpha_score,tech_score,whale_score,volume_ratio,position,tier",False,,,,,,,2026-05-13T09:42:49.900464+00:00,,DAILY_PRIMARY_WITH_1H_REFRESH,TRANSITIONAL,3d,,,,,,,,21.794872,,,,,,,,,46.153846,True,2026-04-21,forward_high_within_5d_v1,3,0,0,1,['nan'],gt_15,0,38.095238,9.340659,forward_high_within_5d,source_ohlcv_high,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,all,KOSPI,2026-04-19,5D_ordered_10v5,full_kospi_ordered_search,KOSPI_ALL,10.0,5.0,5,{},True,False,target_before_stop,2026-04-21,,5.0,15.201465,-1.098901,273000.0,2026-04-20,0.0,[],Other,True,True,False,철강/금속/소재,False,stock_master,19.0,79.5714,58.7053,,,,0.2437,0.9258,3.6182,4.0,83.33333333333334,THEME_TOP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97436,010120.KS,LS ELECTRIC,,,50.0,,,UP,KR,2026-04-19T08:01:30.362552+00:00,,,,,,,local_returns:return_3d_pct,87.7,RUN-B85D1BAD,13.0,OBSERVE,watchlist,RESOLVED,2026-04-19T08:01:30.362552+00:00,2026-04-23T01:34:03.437715+00:00,T+3D,2026-04-20,184200.0,54.723127,0.271444,5.428882,17.806732,38.707926,local_returns:return_3d_pct,SWING,,,,KR_CORE,48.208469,KOSPI,,True,,,,,로봇/자동화,stock_master,inferred,['전력기기'],core_only,9.33,0.79,2.0,,,,,,,,,,,50.0,,,outcome_sync_partial,incomplete,0.4,"['alpha_score', 'tech_score', 'whale_score', 'volume_ratio', 'position', 'tier']","FEATURE_MISSING:alpha_score,tech_score,whale_score,volume_ratio,position,tier",False,,,,,,,2026-05-13T09:42:49.859085+00:00,,DAILY_PRIMARY_WITH_1H_REFRESH,TRANSITIONAL,3d,,,,,,,,56.89468,,,,,,,,,41.965255,True,2026-04-22,forward_high_within_5d_v1,3,0,0,1,['nan'],gt_15,0,56.89468,0.271444,forward_high_within_5d,source_ohlcv_high,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,all,KOSPI,2026-04-19,5D_ordered_10v5,full_kospi_ordered_search,KOSPI_ALL,10.0,5.0,5,{},True,False,target_before_stop,2026-04-23,,5.0,25.67861,-0.868621,184200.0,2026-04-20,0.0,[],Other,True,True,False,로봇/자동화,False,stock_master,1.0,,87.7,,,,0.79,2.0,2.9416,12.0,38.888888888888886,THEME_TAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96867,010820.KS,퍼스텍,80.0,,50.0,,,UP,KR,2026-04-19T14:13:50.262628+00:00,,,,,,,local_returns:return_3d_pct,100.0,RUN-7D61E98D,7.0,OBSERVE,watchlist,RESOLVED,2026-04-19T14:13:50.262628+00:00,2026-04-23T14:30:05.331103+00:00,T+3D,2026-04-20,15700.0,-21.146497,-8.216561,4.203822,-2.484076,-9.044586,local_returns:return_3d_pct,SWING,,,,KR_CORE,-11.528662,KOSPI,,True,,,,,자동차,stock_master,inferred,[],core_only,12.63,1.07,2.54,,,,,,,,,,,50.0,,,scanner_archive_outcome,incomplete,0.5,"['tech_score', 'whale_score', 'volume_ratio', 'position', 'tier']","FEATURE_MISSING:tech_score,whale_score,volume_ratio,position,tier",False,,,,,,,2026-05-13T09:31:54.448479+00:00,,DAILY_PRIMARY_WITH_1H_REFRESH,EXPLOSIVE_LEADER,3d,,,,,,,,-18.025478,,,73.6,,,,,,19.299363,True,2026-04-22,forward_high_within_5d_v1,3,1,0,1,['nan'],gt_15,0,-2.484076,-18.025478,forward_high_within_5d,source_ohlcv_high,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,all,KOSPI,2026-04-19,5D_ordered_10v5,full_kospi_ordered_search,KOSPI_ALL,10.0,5.0,5,{},False,True,stop_before_target,,2026-04-21,5.0,-0.509554,-9.617834,15700.0,2026-04-20,0.0,[],Other,True,False,True,자동차,False,stock_master,2.0,90.0,97.1,,,,0.59,1.6,3.1311,11.0,44.44444444444444,THEME_TAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97441,010950.KS,S-Oil,,,50.0,,,NEUTRAL,KR,2026-04-19T08:01:30.362552+00:00,,,,,,,local_returns:return_3d_pct,87.2,RUN-B85D1BAD,18.0,OBSERVE,watchlist,RESOLVED,2026-04-19T08:01:30.362552+00:00,2026-04-23T01:34:03.437731+00:00,T+3D,2026-04-20,115900.0,-0.517688,-1.3805,-1.553063,4.227783,-0.431406,local_returns:return_3d_pct,SWING,,,,KR_CORE,15.875755,KOSPI,,True,,,,,철강/금속/소재,stock_master,inferred,['정유/에너지'],core_only,6.0,0.51,1.44,,,,,,,,,,,50.0,,,outcome_sync_partial,incomplete,0.4,"['alpha_score', 'tech_score', 'whale_score', 'volume_ratio', 'position', 'tier']","FEATURE_MISSING:alpha_score,tech_score,whale_score,volume_ratio,position,tier",False,,,,,,,2026-05-13T09:42:49.862838+00:00,,DAILY_PRIMARY_WITH_1H_REFRESH,REJECT_RISK,3d,,,,,,,,-1.3805,,,,,,,,,5.263158,True,2026-04-23,forward_high_within_5d_v1,3,0,0,1,['nan'],gt_15,0,15.875755,-1.3805,forward_high_within_5d,source_ohlcv_high,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,all,KOSPI,2026-04-19,5D_ordered_10v5,full_kospi_ordered_search,KOSPI_ALL,10.0,5.0,5,{},False,False,no_touch,,,5.0,5.263158,-1.984469,115900.0,2026-04-20,0.0,[],Other,True,False,False,철강/금속/소재,False,stock_master,19.0,79.5714,58.7053,,,,0.2437,0.9258,3.6182,4.0,83.33333333333334,THEME_TOP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52988,011170.KS,롯데케미칼,98.0,,50.0,,,UP,KR,2026-04-19T15:27:44.130393+00:00,,,,,,,local_returns:return_3d_pct,80.9,RUN-FF1DB506,25.0,OBSERVE,watchlist,RESOLVED,2026-04-19T15:27:44.130393+00:00,2026-04-23T01:34:08.568085+00:00,T+3D,2026-04-20,89300.0,-3.359462,0.671892,1.903695,5.37514,3.24748,local_returns:return_3d_pct,SWING,,,,KR_CORE,32.138858,KOSPI,,True,,,,,철강/금속/소재,stock_master,inferred,[],core_only,10.31,0.88,2.16,,,,,,,,,,,50.0,,,scanner_archive_outcome,incomplete,0.5,"['tech_score', 'whale_score', 'volume_ratio', 'position', 'tier']","FEATURE_MISSING:tech_score,whale_score,volume_ratio,position,tier",False,,,,,,,2026-05-13T10:03:28.659997+00:00,,DAILY_PRIMARY_WITH_1H_REFRESH,CORE_TREND,3d,"['scanner_score=80.9', 'quant_priority_score=100.0', 'quant_lane=3d', 'quant_score_1d=100.0', 'quant_score_3d=100.0', 'basket_priority_score=100.0', 'active_lane=mixed', 'rank=25', '전략: 🚀 Momentum | Ranker:7.4%', '추세: UP', 'kr_universe_role=CORE_TREND', 'scanner_timeframe_profile=DAILY_PRIMARY_WITH_1H_REFRESH', 'explosive_eligible=false', 'continuation_eligible=true', 'continuation_enabled=true', 'continuation_prob_3d=27.9', 'continuation_evidence=8', 'quant_reason=SCAN_MODE_SWING_3D', 'quant_reason=TREND_UP', 'quant_reason=EXPECTED_RETURN_1D_3D', 'lane_overlay_1d=kospi_core_1d:98.9', 'lane_overlay_3d=kospi_core_3d:97.3', 'explosive_gate=NOT_EXPLOSIVE_ROLE', 'theme=철강/금속/소재', 'priority_guard=KOSPI_SWING', 'expected_edge_watch_guard=0.88/2.16']","['KOSPI_SWING_PRIORITY_GUARD', 'EXPECTED_EDGE_WATCH_GUARD']",,,,,,-0.223964,,,86.1,,,,,,11.646137,True,2026-04-23,forward_high_within_5d_v1,3,0,1,1,['nan'],gt_15,0,32.138858,-0.223964,forward_high_within_5d,source_ohlcv_high,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,all,KOSPI,2026-04-19,5D_ordered_10v5,full_kospi_ordered_search,KOSPI_ALL,10.0,5.0,5,{},True,False,target_before_stop,2026-04-24,,5.0,11.646137,-2.015677,89300.0,2026-04-20,0.0,[],Other,True,True,False,철강/금속/소재,False,stock_master,19.0,79.5714,58.7053,,,,0.2437,0.9258,3.6182,4.0,83.33333333333334,THEME_TOP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96935,011930.KS,신성이엔지,59.0,,50.0,,,UP,KR,2026-04-19T14:13:50.262628+00:00,,,,,,,local_returns:return_3d_pct,38.1,RUN-7D61E98D,75.0,OBSERVE,watchlist,RESOLVED,2026-04-19T14:13:50.262628+00:00,2026-04-23T14:30:05.332336+00:00,T+3D,2026-04-20,3900.0,2.435897,0.897436,5.897436,2.435897,2.435897,local_returns:return_3d_pct,SWING,,,,KR_CORE,2.435897,KOSPI,,True,,,,,반도체,stock_master,inferred,"['친환경/에너지', '로봇/자동화']",theme_shadow,0.66,0.06,0.56,,,,,,,,,,,50.0,,,scanner_archive_outcome,incomplete,0.5,"['tech_score', 'whale_score', 'volume_ratio', 'position', 'tier']","FEATURE_MISSING:tech_score,whale_score,volume_ratio,position,tier",False,,,,,,,2026-05-13T09:31:54.491925+00:00,,DAILY_PRIMARY_WITH_1H_REFRESH,TRANSITIONAL,3d,,,,,,,,2.435897,,,59.5,,,,,,16.538462,True,2026-04-21,forward_high_within_5d_v1,3,0,0,1,['nan'],gt_15,0,2.435897,0.897436,forward_high_within_5d,source_ohlcv_high,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,all,KOSPI,2026-04-19,5D_ordered_10v5,full_kospi_ordered_search,KOSPI_ALL,10.0,5.0,5,{},True,False,target_before_stop,2026-04-22,,3.0,12.564103,0.0,3900.0,2026-04-20,0.0,[],Other,True,True,False,반도체,False,stock_master,5.0,72.0,78.96,,,,0.838,2.084,4.0231,2.0,94.44444444444444,THEME_TOP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
