Tier,_tier_sort,Ticker,Name,Antigrav,Whale,Trend,1D Change,Consecutive,RS vs SPY,Entry(-2%),Target,Stop,Hold,Volume,Strategy,Surge,WR,AI Prob,Clean Hit,Conviction,Position,Context,_prob_5,_prob_clean,Decision Score
⭐T2,2,UTG,UTG,62,80.0pts,NEUTRAL,+1.35%,2 UP,-0.4% vs SPY,39.01,40.67,37.36 (-4.2%),3d,✅ x2.5,🚀 AMEX Moonshot | 🎣 RSI_DIV | ⚡ Momentum,-,54%,63.0%,50.2%,65.6,🚀 상승 (Rising),-,63.0,50.2,82.0
