Tier,_tier_sort,Ticker,Name,Antigrav,Whale,Trend,1D Change,Consecutive,RS vs SPY,Entry(-2%),Target,Stop,Hold,Volume,Strategy,Surge,WR,AI Prob,Clean Hit,Conviction,Position,Context,_prob_5,_prob_clean,Decision Score
⭐T2,2,BTG,BTG,62,55.0pts,DOWN,+5.74%,2 UP,+13.9% vs SPY,4.69,5.07,4.46 (-5.0%),3d,⚠️ x1.0,🚀 AMEX Moonshot | Sub-$7 | 🎣 RSI_DIV,-,51%,74.4%,59.4%,61.4,💤 조정 (Resting),-,74.4,59.4,69.4
