Tier,_tier_sort,티커,종목명,Antigrav,수급,추세,전일비,연속등락,매수가(-2%),목표가(+3.5%),손절가,보유한도,거래량,시장맥락,전략,급등예측,승률,AI확률,정밀확률,확신도,위치,_prob_5,_prob_clean,Decision Score,_theme_context,_leader_metrics,_routing_path,테마
🏆T1,1,012450.KS,한화에어로스페이스,79,80.0점 ↗ 순매수,UP,-2.22%,2일 연속 하락,"1,421,980","1,535,738","1,350,881 (-5.0%)",3일,⚠️ 1.0,⚠️ 피해,🚀 Momentum,-,55%,23.8%,29.8%,67.7,🚀 상승 (Rising),23.8,29.8,66.1,"{'primary_theme': 'unclassified', 'theme_direction': 'NEUTRAL', 'theme_strength_score': 0.0, 'theme_membership_confidence': 0.0, 'theme_source': 'stock_master', 'theme_inference_status': 'blank', 'secondary_themes': [], 'is_spac': False, 'routing_path': 'core_only', 'theme_reasons': ['stock_master_blank', 'unclassified_theme'], 'matched_themes': [{'theme_name': 'unclassified', 'confidence': 0.0, 'theme_source': 'stock_master'}]}",{},core_only,unclassified
