Tier,_tier_sort,티커,종목명,Antigrav,수급,추세,전일비,연속등락,매수가(-2%),목표가(+3.5%),손절가,보유한도,거래량,시장맥락,전략,급등예측,승률,AI확률,정밀확률,확신도,위치,_prob_5,_prob_clean,Decision Score,scan_mode,strategy_family,_theme_context,_leader_metrics,_routing_path,테마,phase25_variant,phase25_prob,phase25_shadow_variant,phase25_shadow_prob,phase25_recommended_threshold,model_trace_status,model_error
T3,3,006400.KS,삼성SDI,91,80.0점 ↗ 순매수,UP,+3.29%,3일 연속 상승,"462,070","499,036","438,966 (-5.0%)",3일,✅ 1.2,-,🚀 Momentum | ⚡ 단기과열(강세) | ThemeRoute | Ranker:30.1%,-,46%,25.8%,34.6%,59.5,🌋 고점 (Peak),25.8,34.6,87.1,SWING,KR_CORE,"{'primary_theme': '2차전지', 'theme_direction': 'BENEFICIARY', 'theme_strength_score': 24.0, 'theme_membership_confidence': 0.9, 'theme_source': 'stock_master', 'theme_inference_status': 'inferred', 'secondary_themes': [], 'is_spac': False, 'routing_path': 'theme_routed', 'theme_reasons': ['THEME_BENEFICIARY', 'THEME_EXCEPTION_ALLOWANCE', 'THEME_LEADER_PRE_RANK_STRONG', 'THEME_LEADER_SCORE_HIGH', 'THEME_ROUTE_READY_PRE_RANK', 'alias:2차전지', 'evidence:[주달 상승테마] 2차전지 | 주달', 'evidence:[주달 상승테마] 2차전지 장비 | 주달', 'THEME_ROUTE_EXCEPTION_APPLIED'], 'matched_themes': [{'theme_name': '2차전지', 'confidence': 0.9, 'theme_source': 'stock_master'}, {'theme_name': '반도체', 'confidence': 0.72, 'theme_source': 'keyword_fallback'}, {'theme_name': '방산', 'confidence': 0.64, 'theme_source': 'keyword_fallback'}]}","{'theme_name': '2차전지', 'theme_rank': None, 'turnover_rank_in_theme': None, 'turnover_ratio_vs_float_cap': 1.0, 'turnover_growth_5d': 1.65, 'breakout_quality_score': 52.2, 'close_location_score': 100.0, 'expansion_potential_score': 62.6, 'leader_score': 80.7, 'scan_mode': 'SWING'}",theme_routed,2차전지,phase25_kr_swing_xgboost,2.4,phase25_kr_swing_lightgbm,56.0,25.0,ok,
