Tier,_tier_sort,티커,종목명,Antigrav,수급,추세,전일비,연속등락,매수가(-2%),목표가(+3.5%),손절가,보유한도,거래량,시장맥락,전략,급등예측,승률,AI확률,정밀확률,확신도,위치,_prob_5,_prob_clean,Decision Score,모델
⚡T3,3,247540.KQ,247540.KQ,64,57점 장중,UP,+1.10%,장중,"202,000","209,226","198,387 (-1.8%)",당일,⚠️ x0.8,-,⏱️ Intraday Trend | 1H,📈 Trend Continuation,-,49.0%,45.0%,57.5,📈 Intraday Trend,49.0,45.0,70.1,-
⚡T3,3,058470.KQ,058470.KQ,58,66점 장중,SIDE,+2.66%,장중,"108,200","113,214","105,693 (-2.3%)",당일,⚠️ x0.8,-,⏱️ Intraday Trend | 1H,📈 Trend Continuation,-,45.3%,41.8%,53.4,🟡 Reclaim,45.3,41.8,64.9,-
